월,고용 근거,전체 고용,전체 기업 수,로봇 고용,자동차·부품 고용,의료·바이오 고용,소프트웨어·IT 고용,섬유·패션 고용,전기·전자 고용,화학·에너지 고용,식품 고용,기계·금속 고용,기타 제조 고용,기타 서비스 고용,미분류 고용,로봇 기업 수,자동차·부품 기업 수,의료·바이오 기업 수,소프트웨어·IT 기업 수,섬유·패션 기업 수,전기·전자 기업 수,화학·에너지 기업 수,식품 기업 수,기계·금속 기업 수,기타 제조 기업 수,기타 서비스 기업 수,미분류 기업 수
2026-07,nps,156317,13833,2350,27697,4861,9235,9125,19996,23159,3962,34850,10153,10406,523,121,972,404,710,1716,1353,827,480,4285,1343,1563,59
