id,tag,source,as_of
c6060,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6084,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6091,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6178,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6259,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6282,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6286,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6288,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6295,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6305,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6319,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6324,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6365,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6381,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6390,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6395,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6432,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6480,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6482,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6496,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6519,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6539,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6548,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6566,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6569,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6574,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6577,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6584,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6595,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6625,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6629,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6632,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6643,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6644,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6645,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6650,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6653,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6657,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6666,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6669,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6679,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6688,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6689,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6699,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6700,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6701,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6727,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6728,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6746,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6774,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6852,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6869,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6873,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6880,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6896,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6916,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6939,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6941,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6956,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6962,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6981,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6982,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6992,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c6995,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7000,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7014,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7030,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7103,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7109,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7128,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7133,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7137,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7147,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7165,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7252,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7306,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7321,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7353,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7374,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7380,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7393,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7401,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7406,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7428,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7437,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7443,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7444,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7466,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7468,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7498,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7500,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7511,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7512,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7526,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7529,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7543,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7548,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7553,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7566,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7594,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7624,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7659,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7670,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7671,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7683,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7719,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7732,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7795,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7807,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7855,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7856,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7860,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7861,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7863,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7898,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7943,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7962,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7987,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c7988,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8050,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8076,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8082,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8104,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8112,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8126,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8131,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8172,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8261,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8265,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8284,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8372,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8374,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8383,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8426,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8438,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8532,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8552,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8585,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8590,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8591,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8595,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8603,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8606,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8622,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8626,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8630,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8631,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8649,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8656,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8661,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8666,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8670,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8681,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8684,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8689,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8691,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8713,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8727,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8731,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8739,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8759,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8819,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8890,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8944,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c8952,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9002,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9015,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9026,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9051,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9052,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9065,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9076,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9080,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9087,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9107,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9150,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9199,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9241,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9295,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9330,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9357,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9400,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9458,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9460,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9503,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9527,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9560,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9591,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9598,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9599,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9603,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9604,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9609,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9610,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9613,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9616,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9624,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9643,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9691,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9705,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9712,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9721,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9761,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9765,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9799,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9814,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9823,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9824,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9834,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9861,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9862,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9865,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9876,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9897,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9902,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9917,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9984,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
c9987,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2214,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2220,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2299,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2320,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2338,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2347,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2370,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2374,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2383,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2384,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2396,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2415,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2428,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2435,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2436,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2470,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2474,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2481,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2502,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2505,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2507,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x2514,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2515,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2520,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2521,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2535,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2556,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2564,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2571,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2592,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2615,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2628,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2679,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2683,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x2688,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2689,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2694,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2714,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2724,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2730,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2735,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x2822,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2864,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2870,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2872,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x2872,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2878,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2889,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2936,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2943,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2953,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2957,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x2980,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3005,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3008,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3018,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3022,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3026,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3039,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3046,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3054,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3063,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3066,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3070,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3076,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3082,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3088,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3097,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3104,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3106,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3120,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3141,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3146,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3157,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3161,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3162,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3167,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3175,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3178,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3179,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3183,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3186,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3190,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3201,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3204,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x3204,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3208,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x3208,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3211,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3224,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3225,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3229,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3238,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3249,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3255,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3265,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3271,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3283,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3288,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3297,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3308,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3312,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3315,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3316,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3317,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3329,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3330,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3332,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3344,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3346,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3350,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3356,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3363,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3372,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3377,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3383,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3391,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3396,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3402,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3414,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3416,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3417,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3420,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3426,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3436,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3446,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3452,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3456,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3464,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3483,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3496,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3497,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3511,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3516,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3523,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3524,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3527,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3528,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3533,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3561,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3562,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3570,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3576,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3578,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3586,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3594,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3602,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3605,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3615,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3619,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3632,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3634,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x3634,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3638,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3645,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3651,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3654,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3655,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
