id,tag,source,as_of
x3659,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3660,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3666,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3668,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3670,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3675,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3685,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3686,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3696,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3698,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3699,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3717,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3725,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3728,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3741,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3742,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3744,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3745,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3746,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3748,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3750,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3756,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3757,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3765,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3772,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3775,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3779,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3783,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3786,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3795,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3796,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3799,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3800,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3803,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3805,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3806,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3812,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3814,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3815,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3822,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3831,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3833,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3836,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3837,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3840,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3850,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3853,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3861,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3871,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3874,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3890,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3891,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3895,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3900,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3903,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3909,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3914,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3934,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3935,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3936,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3958,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3967,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3973,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3977,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3984,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x3998,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4003,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4005,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4012,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4016,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4021,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4026,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4037,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4043,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4045,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4051,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4058,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4076,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4085,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4088,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4091,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4094,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4096,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4097,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4103,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4110,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4119,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4125,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4132,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4159,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4163,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4235,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4238,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4255,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4266,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4269,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4273,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4274,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4278,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4283,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4344,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4367,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4416,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4417,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4418,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4419,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4420,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4421,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4422,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4423,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4424,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4425,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4426,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4427,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4428,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4429,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4430,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4431,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4432,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4433,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4434,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4435,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4436,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4437,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4438,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4439,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4440,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4441,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4442,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4443,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4444,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4445,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4446,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4447,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4448,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4449,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4450,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4451,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4452,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4453,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4454,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4455,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4456,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4457,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4458,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4459,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4460,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4461,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4462,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4463,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4464,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4465,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4466,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4467,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4468,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4469,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4470,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4471,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4472,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4473,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4474,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4475,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4476,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4477,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4478,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4479,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4480,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4481,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4482,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4483,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4484,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4485,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4486,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4487,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4488,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4489,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4490,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4491,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4492,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4493,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4494,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4495,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4496,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4497,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4498,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4499,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4500,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4501,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4502,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4503,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4504,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4505,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4506,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4507,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4508,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4509,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4510,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4511,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4512,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4513,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4514,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4515,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4516,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4517,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4518,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4519,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4520,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4521,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4522,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4523,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4524,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4525,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4526,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4527,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4528,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4529,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4530,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4531,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4532,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4533,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4534,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4535,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4536,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4537,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4538,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4539,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4540,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4541,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4542,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4543,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4544,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4545,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4546,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4547,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4548,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4549,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4550,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4552,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4554,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4555,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4556,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4557,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4558,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4559,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4560,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4561,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4562,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4562,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4563,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4564,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4565,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4566,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4567,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4568,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4569,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4570,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4571,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4572,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4573,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4574,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4575,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4576,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4577,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4578,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4579,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4580,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4581,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4582,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4583,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4584,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4585,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4586,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4587,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4588,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4589,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4590,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4591,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4592,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4593,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4594,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4595,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4596,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4597,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4598,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4599,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4600,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4601,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4602,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4603,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4604,kmedi,대구경북첨단의료산업진흥재단 입주기업 현황(공공데이터포털),2026
x4604,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4605,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4606,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4607,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4608,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4609,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4610,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4611,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4612,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4613,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4614,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4615,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4616,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4617,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4618,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4619,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4620,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4621,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4622,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4623,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4624,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4625,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4626,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4627,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4628,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4629,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4630,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4631,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4632,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4633,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4634,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4635,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4636,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4637,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4638,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4639,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4640,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4641,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4642,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4643,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4644,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4645,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4646,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4647,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4648,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4649,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4650,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4651,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4652,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4653,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4654,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4655,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4656,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4657,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4658,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4659,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4660,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4661,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4662,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4663,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4664,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4665,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4666,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4667,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4668,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4669,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4670,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4671,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4672,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4673,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4674,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4675,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4676,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4677,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4678,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4679,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4680,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4681,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4682,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4683,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4684,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4685,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4686,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4687,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4688,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4689,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
x4690,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
