no,ministry,bureau,name,code,account,new_or_continue,support_type,subsidy_rate,executor,beneficiary,period,total_cost,budget_2025,budget_2026,cost_5y,budget_nums,daegu_mention,region_scope,purpose,history,basis,page,source,volume
81,중소벤처기업부,,긴급경영안정자금 융자 ( ),1261-302,,,,,) 중소벤처기업진흥공단,중소기업,년 계속 `99 ~,,,,5,,,전국,,"- 1999. 2 중소기업 경영안정지원사업 개시 - 2000. 7 「중소기업 수출기관장 및 수출지원센터장 회의」에서 경영안정자금 중 억원을 수출금융지원자금으로 활용키로 결정 300 - 2000. 10 중소기업청 재해중소기업지원지침에 의거 재해복구자금 지원 - 2004. 2 원자재 가격폭등에 따라 구조개선사업 중 특별경영안정사업으로 재원을 활용하여 원부자재구입자금 지원 - 2007. 1 중소기업 정책자금 개편방안 에 따라 구조개선사업 중 원부자재 (’05.6.23) 구입지원 재해복구지원 수출금융지원사업을 통합하여 경영안정자금으로 개편 , , - 2008. 5 중소기업 지원체계 효율화 국정과제 의 일환으로 년부터 경영안정지원 ( ) ’09 사업과 구조조정지원사업 중 회생특례지원사업을 통합하여 긴급경영안정 융자로 개편키로 결정 - 2013. 3 국정과제 계획에 반영 수출금융 ( ) - 2017. 1 수출금융지원자금을 신시장진출지원자금으로 이관 - 2023. 1 긴급경영안정자금 내 포항 재",,56,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
82,중소벤처기업부,,신시장진출지원자금 융자 ( ),1261-303,,,,,) 중소벤처기업진흥공단,중소기업,년 계속 `00 ~,,,,5,,,전국,,"- 2000. 3 개발기술사업화자금 억원 지원 개시 (300 ) - 2000. 7 ｢중소기업 수출기관장 및 수출지원센터장 회의｣에서 경영안정자금 중 억원을 수출금융지원자금 활용키로 결정 300 - 2017. 1 정부 수출지원사업과 유기적 연계지원을 위해 수출사업화자금 신설하고 , 개발기술사업화자금과 글로벌진출지원자금 수출금융 및 수출사업화자금 을 ( ) 신시장진출지원자금으로 통합 - 2019. 1 글로벌진출지원자금을「내수기업 수출기업화자금」과「수출기업 글로벌화자금」 으로 개편하고 개발기술사업화자금을 창업기업자금으로 이관 , - 2023. 1 글로벌진출지원자금 중 「수출기업 글로벌화자금」을 이차보전 사업으로 운영 - 2025. 1 수출기업 글로벌화자금 내 이차보전 사업을 정책자금지원성과향상으로 이관",,62,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
83,중소벤처기업부,,밸류체인안정화자금 융자 ( ),1261-307,,,,,),중소기업,중소기업 매출채권팩토링,,200000,200000,"38,300 68,200 168,200 200,000 200,000",,,전국,,ㅇ 중소기업 매출채권팩토링 「어음제도 개편 및 혁신금융 활성화 방안」 대책발표 관계부처합동 - 21. 6 ( ) 중소기업 매출채권팩토링 공고 및 사업 개시 - 22. 3 ㅇ 동반성장 네트워크론 「지역중소기업 혁신성장 촉진방안」 대책발표 관계부처합동 - 23. 4 ( ) * (금융) 지역의 기업 간 협력을 유도하는 정책자금(네트워크론) 운영 「 - 24. 1 경제정책방향」발표 관계부처 합동 2024 ( ) * 대·중견·중소기업의 발주서만으로 협력 중소기업에 초단기·저리의 정책자금을 공급 중소기업 동반성장 네트워크론 공고 및 사업 개시 - 24. 4,,68,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
84,중소벤처기업부,,차입금이자상환 기금 ( ),1271-302,,,,,중소벤처기업진흥공단,해당 없음,- 년 계속 1994 ~,,752254,772791,"419,554 566,366 737,237 752,254 772,791",,,,,사업 시작년도 - 년 : 1994 추진배경 융자사업 재원 및 차입금 상환 소요 중 융자원금 회수액을 제외한 필요 - : 재원을 중소벤처기업진흥채권 을 발행하여 조성함에 따라 차입금이자 상환 발생 ‘ ’ - 730 -,,75,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
85,중소벤처기업부,,글로벌협력기반구축,3151-305,,,,,중소벤처기업진흥공단,해외진출 희망 중소벤처기업,년 계속 ’79 ~,,1840,1890,"1,864 1,845 1,847 1,840 1,890",,,,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , 구분 주요내용 ’79.9 ▪ [ 구주사무소 개소 미국(’81), 일 본 (‘83), 중국(’93) ] ’05.3 ▪ 오 칭다 중소기업지원센터 개소 ’08.2 ▪ 네 아 코 아데 크 인도 시 리 스 설 치 ’09.1 ▪ APEC 중소기업혁신센터 사업 중진공 이관 ’10.4 ▪ 아 코 아데 크 말레이시 리 스 설 치 ’13.9 ▪아 아 발 DB 시 개 은행(A )에 산업협력관 파견 ’14.4 ▪ 안 시 중소기업지원센터 개소 ’16.1 ▪ 미국중소기업지원센터 신설(미국유통 망진출지원센터에서 직 제변경) ’19.10 ▪ –아 안 한 엑 세 스타트업 V 스포( IP 행사) 개최 ’21.2 ▪ 청 중국( 도) 중소벤처기업지원센터 확 대 이전 - 735 -",,79,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
86,중소벤처기업부,,글로벌화지원플랫폼,3152-301,,,,,중소벤처기업진흥공단,해외진출 희망 중소벤처기업 사행‧유흥성 업종 제외 물류센터,- 계속 ‘98~,,32141,39407,"31,299 45,458 40,261 32,141 39,407",,,,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , 구분 주 요 내 용 1998 중진공 해외사무소(시 카 고) 내 일부 공 간 을 활용하여 사업 개시 2000 프랑크푸르 B 트 수출 I 개소 2002 베 징 B 이 수출 I 개소 2003 L 광 A 및 B 저우 수출 I 개소 2004 워싱턴 KV 쿄 T B 파울루 치민 C, 도 I 벤처지원센터 수출 I 전환, 상 및 호 B 수출 I 개소 2006 뉴욕 싱 르 크바 두바 뉴 , 상하이, 가포 , 모스 , 이, 델리 개소 2007 중국 청두 개소 2008 멕 코멕 코 시 B 시 시티 수출 I 개소 2008 해외 마케 K TR 창 폐쇄 치 팅 집행 폐쇄 구 단일화 조 시행 B K TR 탁 * O A 국내무역관(11개) , 중진공 해외사무소(4개) , 중진공 수출 I(17개소) O A 위 운영 인수위 제 안 B 직접 국정과제 검토, 6개 수출 I 중진공 운영 2013 * 미국 L 독 랑크푸르 본 쿄 A, 두바 일 프베 ",,86,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
87,중소벤처기업부,,온라인수출플랫폼 정보화 ( ),3153-302,,,,,( ),중소기업,년 계속,,3447,4274,"3,684 3,449 3,449 3,447 4,274",,Y,전국,,"정보통신부 초고속시범사업과제로 인터넷 중소기업관 구축시작 - ‘96.07 : 과제인 중소기업 국제네트워크 프로젝트 참여 - ‘96.08 : G7 “ ” 정통부 정보화공공근로사업으로 인터넷중기관 확대구축 사업 채택 - ‘99.12 : 고비즈코리아 - ‘06.01 : 로 변경 사이트 개편 (Gobizkorea.com) BI , 대 정부 대 국정과제 선정 중소기업의 튼튼한 성장 환경 구축 - ’17.07 : 19 100 ([40] ) 온라인수출통합플랫폼 오픈 - ’18.12 : 수출해외진출지원대책 관계부처 합동 반영 - ’19.05 : ( ) 수출유관기관 최초 매칭시스템 도입 및 운영 - ‘20.05 : AI 한국형 글로벌 플랫폼 구축을 위한 대 수출유관기관 - ‘20.11 : 체결 4 MOU 민간 혁신‧성장 지원을 위한 민간 공공 협력 강화방안 반영 - ‘22.09 : - 디지털경제시대 수출 신시장 개척을 위한 수출 지원방안 반영 - ‘23.01 : 중소기업 육성 종합계획 관계부처 합동",,94,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
88,중소벤처기업부,,혁신창업사업화자금 융자 ( ),5152-301,,,,,),중소기업,년 계속 `98 ~,,,,5,,,전국,,"- 1998. 4 외환위기 이후 창업 활성화 및 고용 창출을 위하여 지원 시작 - 2005. 2 업체별 연간 대출한도를 억원으로 확대 기존 억원 20 ( 10 ) - 2006. 1 지원대상을 업력 년미만까지 확대 기존 년미만 5 ( 3 ) - 2008. 1 부채비율 예외적용 기업을 업력 년미만까지 확대 기존 년 미만 5 ( 3 ) - 2009. 1 지원대상을 업력 년 미만까지 확대 기존 년 미만 7 ( 5 ) - 2010. 3 재창업자금 실패 경영인에 대한 재기지원 신규 지원 ( ) - 2012. 1 지원대상을 업력 년 미만으로 축소 기존 년 미만 5 ( 7 ) 청년전용창업자금 만 세 이하 청년창업자 대상 신규 지원 ( 39 ) - 2014. 2 경제혁신 개년 계획에 반영 청년전용창업자금 재창업자금 3 ( , ) - 2014. 1 지원대상 업력기준을 년 미만으로 확대 7 - 2015. 1 재창업자금을 재도약지원자금 융자 의 내역사업으로 이관 ( ) - 2019. 1 청년전용창업자금을",,101,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
89,중소벤처기업부,,창업성공패키지,5152-302,,,,,중소벤처기업진흥공단,창업기업,∼ 계속 2011,,100031,106431,"98,015 98,075 97,481 100,031 106,431",,,지역지정,,"청년일자리 창출 기술창업 활성화를 위한 청년창업사관학교 개소 경기안산 - ‘11.3 , ( ) 청년창업사관학교 인프라 확대 광주 경북 경남 추가 개소 - ’12.3 ( , , ) 청년창업사관학교 추가 개소 충남 - ’14.3 ( ) 지역 불균형 해소를 위해 청년창업사관학교 전국 확대 개→ 개 - ’18.8 (5 17 ) 글로벌 전문가 육성을 위해 글로벌창업사관학교 신규 사업 추진 개사 - ‘20.6 AI (60 ) 청년창업사관학교 추가 개소 세종 누적 개소 - ’21.4 ( , 18 ) 스타트업 실무인재 육성을 위해 이어드림 스쿨 신규 사업 추진 교육생 명 - ’22.3 AI ( 200 ) 국내 스타트업 인력난 완화를 위해 해외인력 취업매칭 지원사업 추진 - ’24.3 SW",,107,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
90,중소벤처기업부,,재도약지원자금 융자 ( ),5161-301,,,,,중소벤처기업진흥공단,중소벤처기업,년 계속 ‘07 ~,,750100,612500,"420,000 423,000 571,800 750,100 612,500",,,,,"- 2006. 02 중소기업 사업전환 촉진에 관한 특별법 제정 - 2006. 04 자유무역협정 체결에 따른 무역조정 지원에 관한 법률 제정 - 770 - - 2006. 08 사업전환지원센터 시범운영기관으로 중진공 지정 - 2006. 09 법 시행 및 사업전환지원사업 개시 - 2007. 04 법 시행 및 무역조정지원사업 개시 - 2010. 03 재창업자금 실패 경영인에 대한 재기지원 신규 지원 ( ) - 2013. 10 선순환 기업생태계 조성을 위한 중소기업 재도전 종합대책 발표 - 2014. 03 경제혁신 개년 계획 발표3 - 2014. 05 재도약 지원강화를 위해 년 기금운용계획 수립 시 사업명칭변경 내역 ’15 , 사업 신설 등 사업개편 추진 - 2015. 12 자유무역협정 체결에 따른 무역조정 지원에 관한 법률 개정안 통과 - 2016. 04 신용회복위원회 신·기보 협약 체결을 통한 신용미회복자 대상 협업 방식 , 재창업자금 지원 실시 - 2016. 07 무역피해 조사 및 심의",,114,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
91,중소벤처기업부,,재도약촉진,5161-302,,,,,중소벤처기업진흥공단,사업전환 및 선제적 구조개선 대상기업,년 계속,,76549,120731,"11,474 9,454 11,559 76,549 120,731",,,,,"[사업전환촉진 ] 중소기업 사업전환 촉진에 관한 특별법 제정 - ’06. 02 자유무역협정 체결에 따른 무역조정 지원에 관한 법률 제정 - ’06. 04 사업전환지원센터 시범운영기관으로 중진공 지정 - ’06. 08 법 시행 및 사업전환지원사업 개시 - ’06. 09 법 시행 및 무역조정지원사업 개시 - ’07. 04 자유무역협정에 따른 무역조정 지원에 관한 법률로 개정 시행 서비스업 - ‘08. 02 , 까지 지원 범위 확대 법 개정으로 건설업 광업 등 사업전환 지원대상 업종범위 확대 - ’09. 02 , 사업전환 범위 확대 및 일몰기한 폐지 - ‘13. 09 자유무역협정 체결에 따른 무역조정 지원에 관한 법률 개정안 통과 - ‘15. 12 무역피해 조사 및 심의절차를 산업부에서 중진공으로 이관 - ’16. 07 중소기업의 선제적 사업구조 개선 지원방안 대책 발표 - ‘19. 09 사업전환 전환 전 업종 매출액 요건 폐지 - ‘19. 10 (30%) 사업전환계획 승인 권한을 중기부",,122,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
92,중소벤처기업부,,중소기업모태조합출자,5264-301,,,,,한국벤처투자,차 벤처투자조합 등 → 차 투자조합이 투자하는 중소·벤처기업,년 '05~'35,,,,5,,,,,｢중소기업 경쟁력강화 종합대책 ｣ 및 ｢벤처기업 활성화 대책 ｣을 - ’04.7 (04.7) (04.12) 통해 조원 규모의 모태펀드 조성 계획 발표 ‘1 ’ ｢벤처기업육성에 관한 특별조치법｣ 개정으로 모태조합 결성 및 운용근거 마련 - ’04.12 모태조합 출자계획 발표 - ’05.4 모태조합 운용기관 한국벤처투자 주 출범 - ’05.6 [ ( )] 모태조합 결성 및 운용 개시 - ’05.7 ｢ 년 하반기 경제운용방향 및 중소기업성공전략회의｣에서 모태펀드 조성 - ’08.6 ‘08 목표액을 년까지 조원 규모로 확대 ‘12 1.6 ｢벤처·창업 자금생태계 선순환 방안｣에서 창업기업 투자를 통한 창조경제 - ’13.5 활성화 대책 발표 ｢혁신창업 생태계 조성방안｣에서 국내 모험자본 공급 확충을 위해 향후 년간 - ’17.11 3 조원 규모의 혁신모험펀드 조성 10 ｢민간중심의 벤처생태계 혁신대책｣ 발표 - ’18.1 - 791 - - ’19.3 ｢제 벤처붐 확산 전략 2 ｣에서 창업벤처,,135,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
93,중소벤처기업부,,연수사업,5451-307,,,,,중소벤처기업진흥공단,중소기업기본법 제 조 중소기업자의 범위 에서 정한 중소기업의 임직원 등,계속 1982 ~,,23785,25931,"21,852 42,729 23,910 23,785 25,931",,Y,전국,,"년 중소기업 재직자를 위한 중소기업연수원 개원 경기 안산시 - 1982 : ( ) 년 호남연수원 개원 광주광역시 - 2001 : ( ) 년 대구경북연수원 개원 경북 경산시 - 2003 : ( ) 년 부산경남연수원 개원 경남 창원시 진해구 - 2004 : ( ) 년 글로벌리더십연수원 개원 강원 태백시 - 2014 : ( ) 년 스마트공장배움터 구축 안산 - 2017 : ( ) 년 스마트공장배움터 구축 전주 창원 - 2019 : ( , ) 년 스마트공장배움터 구축 천안 경산 - 2020 : ( , ) 년 충청연수원 개원 충남 천안시 - 2021 : ( ) 년 스마트공장배움터 구축 광주 기업가정신센터 개소 경남 진주 - 2022 : ( ), K- ( ) 국정과제 이행계획 채택 중기정책을 민간주도 혁신성장의 관점에서 재설계 (31 ) 스마트제조 분야 디지털 인력양성 지역수요를 고려한 맞춤형 직업훈련 운영 ( , )",,141,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
94,중소벤처기업부,,전북연수원 건립,5451-309,,,,,중소벤처기업진흥공단,중소기업기본법 제 조 중소기업자의 범위 에서 정한 중소기업의 임직원 등,년 년 ‘20 ~ ’27,,7757,8327,"750 840 6,795 7,757 8,327",,,전국,,"- `17 ~ ‘18 : 국회 국정감사 지적 전북지역 중소기업 연수원 필요 ( ) - `19. 월 전북연수원 건립 타당성 검토 연구용역 진행 및 완료 6 : - `19. 12 월 총사업비 억원 확정: (245 ) - `21. 월 전북연수원 건립을 위한 중진공 전주시 전주시의회 협약 체결 2 : - - - `21. 12 월 전북연수원 건립예정 부지매입 대성동 일대 : ㎡ ( , 37,492 ) - `22. 월 총사업비 차 협의조정 변경 억원 8 : 1 (287 ) - `22. 12 월 전북연수원 건립 기본 및 설계용역 착수 : - `23. 월 설계 낙찰차액 반납 △ 백만원 등 총사업비 조정 억원 2 : ( 52 ) (286 ) - `23. 12 월 설계 적정성 검토 완료 조달청 : ( ) - `24. 월 총사업비 차 협의조정 변경 억원 5 : 2 (315 ) - `24. 월 총사업비 차 협의조정 변경 억원 9 : 3 (340 ) - `25. 월 공사 낙찰차액 반납 △ 백만원 등 총사업",,147,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
95,중소벤처기업부,,전남연수원 건립,5451-311,,,,,중소벤처기업진흥공단,중소기업기본법 제 조 중소기업자의 범위 에서 정한 중소기업의 임직원 등,년 ‘22 ~ ’27,,,,"1,089",,,전국,,월 광양만권 기업경쟁력 강화를 위한 남해안남중권연수원 건립 건의 - `19. 1 : ‘ ’ * 남해안남중권발전협의회(광양시 등 9개 시·군) 유치 공동건의 - `21. 11 월 전남연수원 건립 타당성조사 연구용역 완료 : - `22. 11 월 전남연수원 건립 부지선정 광양시 태인동 일원 : ( ) - `22. 12 월 건립업무 협약 중진공 광양시 광양시의회 및 부지무상양여 계약체결 : ( - - ) - `23. 월 전남연수원 건립 공공건축심의위원회 심의의결 7 : - `23. 월 건축 설계공모 착수 12 : - `25. 월 총사업비 차 변경 억원 1 : 1 (322 ) - `25. 월 조달청 설계 적정성 검토 완료 3 : - `25. 월 총사업비 차 변경 억원 5 : 2 (347 ) - `25. 월 조달청 공사·감리 계약발주 완료 6 : - `25. 월 총사업비 차 변경 억원 8 : 3 (339 ) - `25. 11 월 총사업비 차 변경 억원 : 4 (312 ) - `25. 11 월,,153,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
96,중소벤처기업부,,기업인력애로센터 활용 취업 지원,5452-301,,,,,중소벤처기업진흥공단,구인 중소기업 및 중소기업 취업 희망 구직자,년 계속 ’18 ~,,5172,5164,"9,003 8,916 4,671 5,172 5,164",,,전국,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , 월 정부 청년일자리 대책 반영 - (‘18.3 ) ’ ‘ 월 기업인력애로센터 예산 추경 반영 억원 - (’18.5 ) ( ) (83 ) 월 현장코칭 숙련인력 양성 사업 신설 억 - (’19.8 ) (10.3 ) 월 스마트제조기업 일자리 패키지 사업 억 - (’21.1 ) (7.2 ) 월 일자리매칭플랫폼 신규 구축 및 운영 - (’22.1 ) * * 중소기업 구인 구 ‧ 직 정보를 DB 화하여 기업인력 애 로센터를 통해 일자리를 매칭하는 시스 템 - (’23.3 월 빈일자리 해소 방안 비상경제장관회의 ) ( ) * 우수 중소기업 정보 제공 확 대 : AI 인 재 천 추 등 디 털 지 일자리매칭플랫 폼 고도화 - 815 - - (’24.5 월 사회이동성 개선방안 비상경제장관회의 ) ( ) * 대-중소기업 상 생 일자리 사업단을 통한 청 년 구 직 취 자 업역량 제고 및 중소기업 취 업연계 강 화 - (’25.8 월",,159,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
97,중소벤처기업부,,중진기금 정보시스템운영 정보화 ( ),7236-501,,,,,중소벤처기업진흥공단,해당사항 없음,- 계속 ’79 ~,,4027,4206,"7,567 6,803 5,640 4,027 4,206",,,,,원활한 기금사업 추진 및 효율적인 대내외 업무 지원을 위해 : 1979 년 중진공 설립이후 계속 추진 - 821 -,,166,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
98,중소벤처기업부,,중진기금인건비,7276-100,,,,,중소벤처기업진흥공단,해당없음,- 년 계속 1979 ~,,114606,123958,"104,653 108,339 109,889 114,606 123,958",,,,,중소벤처기업창업 및 진흥기금 추진사업 인력에 대한 인건비 지급 : - 826 -,,171,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
99,중소벤처기업부,,중진기금기본경비,7276-200,,,,,중소벤처기업진흥공단,해당 없음,- 년 계속 1979 ~,,27687,27774,"27,695 28,273 29,489 27,687 27,774",,,,,중소벤처기업창업 및 진흥기금 사업추진에 따른 기관운영 제경비 : - 830 -,,175,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
100,중소벤처기업부,,중진공 본사 증축,7286-301,,,,,중소벤처기업진흥공단,해당없음,- 2025~2029,,1863,276,"- - - 1,863 276",,,,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , ▪ 월 본사 과밀화 해소를 위해 신규사업 추진 전담반 본사증축 분과 구성 `24. 2 : ( ) TF ▪ 월 본사 증축 타당성 검토 및 예상 총공사비 산정 `24. 3 : ▪ 월 `24. 년 기금운용계획안 작성 및 제출 5 : 2025 ▪ 월 본사 증축 공공건축물 건축기획 추진 ’25. 3 : ▪ 월 본사 증축 공공건축심의위원회 개최 ’25. 4 : ▪ 월 본사 증축 건축설계 공모 제안공모 ’25. 5 : ( ) ▪ 월 설계사 선정 및 계약체결 ▪ 월 계획설계 적정성 검토 조달청 ’25. 8 : ’25. 11 : ( ) - 834 -",,179,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
101,중소벤처기업부,,차입금원금상환,9850-980,,,,,중소벤처기업진흥공단,해당 없음,- 년 계속 1994 ~,,5300000,5300000,"3,330,000 3,820,000 3,990,000 5,300,000 5,300,000",,,,,- 사업 시작년도 년 : 1994 - 추진배경 융자사업 재원 및 차입금 상환 소요 중 융자원금 회수액을 제외한 필요 : 재원을 중소벤처기업진흥채권 을 발행하여 조성함에 따라 차입금원금 상환 발생 ‘ ’ - 839 -,,184,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
102,중소벤처기업부,,기술보증대위변제,2441-300,,,,,기술보증기금,기술․창업 중소기업 금융기관 등,년 ～ 계속 ’89,,1568100,1527500,"1,291,500 1,109,500 1,330,195 1,568,100 1,527,500",,,전국,,기술보증기금법 제정 월 : (‘86.12 ) - 878 -,,223,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
103,중소벤처기업부,,유동화회사보증대위변제,2441-301,,,,,기술보증기금,기술․창업 중소기업 금융기관 등,년 ～ 계속,,0,26610,"9,811 11,724 11,046 - 26,610",,,전국,,"월 기술보증기금법 개정을 통해 유동화회사보증 운용의 법적근거 마련 - ’09. 2 , 월 금융위원회로부터「유동화회사보증 업무지침」시달 - ‘11. 6 ,",,230,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
104,중소벤처기업부,,혁신선도형중소기업투자,2441-303,,,,,기술보증기금,기술․창업 중소기업,년 ～ 계속 ’05,,75263,50259,"50,100 100,109 75,143 75,263 50,259",,,전국,,"월 정부는 중소기업에 대한 직접투자 활성화 등 금융지원 종합대책의 일환으로 기보와 - ’04. 7 , 신보에서 중소기업에 대한 보증과 직접투자를 연계한 상품개발 계획 대책 발표 (‘7.7 ’) 월 재정경제부에서 관련 지침 시달 및 제도시행 월 변경지침 시달 - ’05. 1 , (12 ) 월 법적근거가 미약하다는 감사원 등의 지적으로 년 하반기부터 사업 잠정중단 - ‘11. 6 , ‘11 월 보증연계투자를 기금의 고유 업무로 추가하는 기술보증기금법 개정․시행 - ‘12. 6 , 월 금융위원회에서 보증연계투자 운용지침 통보 - ‘12. 7 , 월 기금운용계획 변경을 통해 사업 재개 - ‘12. 8 ,",,236,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
105,중소벤처기업부,,구상권관리,2441-304,,,,,기술보증기금,기술보증기금 정부,년 ～ 계속 ‘89,,29153,31066,"23,230 20,307 26,488 29,153 31,066",,,,,기금의 고유목적사업으로 설립 이후 계속 추진 : - 897 -,,242,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
106,중소벤처기업부,,기술평가,2441-305,,,,,기술보증기금,기술보증기금 정부,년 ～ 계속 ‘97,,7940,9006,"6,800 6,848 6,952 7,940 9,006",,,,,"월 금융기관 최초로 기술평가센터를 설치하여 기업이 보유한 기술 및 사업성을 - ’97.3 평가하여 보증․투자․융자 지원 및 기술이전․거래 등에 활용함으로써 , 재무 및 신용도 위주의 금융관행을 기술력과 미래 성장가능성 중심으로 전환하고 - , 궁극적으로 시장에서 소외되기 쉬운 기술력 기반 중소기업을 발굴․지원하여 우리 경제의 신성장동력으로 육성 - 904 -",,248,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
107,중소벤처기업부,,기술·경영지도,2441-306,,,,,기술보증기금,기술․창업 중소기업,년 ～ 계속,,3636,3778,"3,727 3,227 3,377 3,636 3,778",,,전국,,"기보의 고유 업무로 성장단계별 기술창업 기업에 대한 종합지원 체계 내에서 - 예비 창업자의 성공적 창업지원 창업교육 도약 및 성장지원 기술․경영지원 ( ) , , , 컨설팅 등 중소기업의 핵심역량을 강화하기 위한 사업 운영",,256,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
108,중소벤처기업부,,보증료환급,2441-307,,,,,기술보증기금,기술․창업 중소기업,년 ～ 계속 ‘89,,29271,26403,"29,567 27,460 29,162 29,271 26,403",,,전국,,기금의 기술보증업무 수행을 위해 설립 이후 계속 추진 : - 917 -,,262,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
109,중소벤처기업부,,업무용부동산취득,2441-308,,,,,기술보증기금,기술․창업 중소기업,년 ～ 계속,,38518,70542,"2,079 2,079 2,079 38,518 70,542",,,전국,,"기금 고유업무를 수행함에 있어 불필요한 예산낭비 요소를 제거하고 : , 고객만족도 제고 및 영업기반 확충 등을 도모",,268,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
110,중소벤처기업부,,팩토링금융,2441-311,,,,,기술보증기금,기술․창업 중소기업 금융기관 등,년 ～ 계속 ’22,,99370,99405,"39,958 79,631 99,541 99,370 99,405",,,전국,,핀테크 기반 새로운 결제성 혁신금융 개발을 통한 약속어음 부작용 : 개선 및 안정적인 상품거래 여건 조성,,273,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
111,중소벤처기업부,,인건비,3379-101,,,,,기술보증기금,기술보증기금,년 ～ 계속,,173387,177296,"149,722 153,854 158,013 173,387 177,296",,,,,,,283,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
112,중소벤처기업부,,기금관리비,3379-201,,,,,기술보증기금,기술보증기금,년 ～ 계속 ’89,,61430,61599,"65,942 66,199 58,001 61,430 61,599",,,,,,,287,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
113,중소벤처기업부,,공공자금관리기금 총괄계정 예탁( ),8511-840,,,,,기술보증기금,기술보증기금,년 ～ 계속,,0,195000,"195,000 - 195,000 - -",,,,,중소기업 예산 등 세출소요 증가에 따른 재원충당을 위해 기금의 기본 : 재산 여유액 일부를 공공자금관리기금에 예탁 - 946 -,,291,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
114,중소벤처기업부,,통화금융기관예치,9701-971,,,,,기술보증기금,기술보증기금,년 ～ 계속,,888092,1421902,"1,249,410 1,308,001 768,453 888,092 1,421,902",,,,,기금의 고유사업 수행을 위한 여유자금 운용으로 설립 이후 계속 추진 : - 950 -,,295,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
115,중소벤처기업부,,비통화금융기관예치,9701-972,,,,,기술보증기금,기술보증기금,년 ～ 계속,,243946,174522,"150,000 191,286 240,000 243,946 174,522",,,,,기금의 고유사업 수행을 위한 여유자금 운용으로 설립 이후 계속 추진 : - 954 -,,299,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
116,중소벤처기업부,,국채매입,9701-974,,,,,기술보증기금,기술보증기금,년 ～ 계속,,70000,70000,"30,000 30,000 70,000 70,000 70,000",,,,,기금의 고유사업 수행을 위한 여유자금 운용으로 설립 이후 계속 추진 : - 958 -,,303,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
117,중소벤처기업부,,국채외채권매입,9701-975,,,,,기술보증기금,기술보증기금,년 ～ 계속,,70000,70000,"30,000 30,000 70,000 70,000 70,000",,,,,기금의 고유사업 수행을 위한 여유자금 운용으로 설립 이후 계속 추진 : - 962 -,,307,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
