no,ministry,bureau,name,code,account,new_or_continue,support_type,subsidy_rate,executor,beneficiary,period,total_cost,budget_2025,budget_2026,cost_5y,budget_nums,daegu_mention,region_scope,purpose,history,basis,page,source,volume
118,중소벤처기업부,,기업가형 소상공인 육성,4131-316,,,,,소상공인시장진흥공단,예비창업자 및 소상공인,혁신소상공인창업지원 년 계속 혁신소상공인도약지원 년 계속,,83422,131069,"22,925 33,286 52,403 83,422 131,069",,,,,"혁신소상공인창업지원 「장년층 고용안정 및 자영업자 대책 」에 따라 년 - ( ) (’14.9) ’15 소상공인사관학교 신설 후 소상공인사관학교 와 신사업육성지원 통폐합 (‘15~16) (’07~16) 혁신소상공인도약지원 기존 성공불융자 방식의 지원을 전면 개편하여 오랜 업력 - ( ) 동안 축적된 기술·노하우를 바탕으로 창의적인 주체들과의 협력·융합을 통해 새로운 가치를 창출하는 혁신성장의 주체로서의 소상공인 발굴 (’22~) 혁신소상공인투자연계지원 ｢소상공인·자영업자 종합대책 ｣에 혁신소상공인 - ( ) (‘24.7) ’ 투자연계지원 추진내용을 반영 ‘ - 글로벌 소상공인 소상공인 육성 수출을 희망하는 기업가형 소상공인 대상 ( (K- ) ) 수출기본교육부터 제품개선 마케팅 컨설팅 등을 집중지원하여 패션 생활용품 , , , , 화장품 식품 등 소비재 분야의 제품 수출 지원 , 혁신 소상공인 활용지원 소상공인을 대상으로 활용을 위한 교육 제품·서 - ( AI ) AI , 비스 개발 ",,339,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
119,중소벤처기업부,,소상공인성장지원,4131-317,,,,,(,소상공인,- 계속 ‘06~,,1927379,621093,"35,427,368 141,654 279,212 1,927,379 621,093",,,,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , ㅇ 관련법령 지 - 소상공인기본법 제32조(전문연구평가기관의 설치) 원 - 소상공인 보호 및 지원에 관한 법률 제9조(소상공인의 경영안정 등 지원) 근 거 - 소상공인 보호 및 지원에 관한 법률 제11조(소상공인의 조직화 및 협업화 지원 등) - 소상공인 보호 및 지원에 관한 법률 제21조(기금의 사용 등) ① 소상공인역량강화 추 ㅇ 재난지원금 사후관리 진 - 코로나19 확산 시기 방역조치 이행, 매출감소 등 피해 소상공인에게 지급된 경 재난지원금에 대한 행정쟁송 대응 및 환수 업무를 위해 사후관리 사업 추진(’22~) 위 ㅇ 손실보상금 사후관리 - 1007 - - 손실보상 소급적용 및 지급거부 취소·보상금 청구를 사유로 제기된 행정소송에 대해 소송대리인 선임 등 사후관리 ㅇ 브랜드 소상공인 육성(‘25년) - 소상공인·자영업자 종합대책(민간 플랫폼사가 유망 브랜드 소상공인을 직접 발굴 하여 1:1로 밀착지원)",,350,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
120,중소벤처기업부,,소공인특화지원,4131-318,,,,,소상공인시장진흥공단,「도시형소공인 지원에 관한 특별법」제 조에 따른 소공인,년 계속 ‘15 ~,,,,5,,,,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , -소공인 특화지원센터 개소 시범운영 6 (‘13~) -도시형소공인 지원을 위한 특별법 제정 및 시행 (‘14.5) (’15.5) 소공인 특화지원 세부사업 신설 소공인 특화지원센터를 개로 확대하는 등 - ‘ ’( ) , 34 소공인 본격 지원 (‘15~) - 1020 - - ’ 중소제조업·소공인의 경영 여건 개선과 밀집지역 환경 획기적 개선 등 종합 지 원 대책 마련 의 대통령 공약사항 대 및 국정과제 ‘ (19 ) - 소상공인 디지털 인프라 구축 맞춤형 교육 등 디지털 전환 추진 공약사항 및 국 , 정과제 포함",,364,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
121,중소벤처기업부,,소상공인재기지원,4131-319,,,,,(,경영위기 또는 폐업 예정 소상공인,희망리턴패키지 년 계속 자영업자 사회보험료 지원 년 계속,,,,5,,,,,"- 소상공인재기지원사업 신설 년 (‘15 ) - 1029 - - 대선공약 및 국정과제 반영 년 소상공인‧자영업자 생업안전망 확충 (‘17 , ) - 1 인 자영업자 고용보험료 지원 년 (‘18 ) - 소상공인법 개정 (‘21.7.7) - 국정과제 반영(’22년, 소상공인·자영업자 경영 부담 완화) - 소상공인‧자영업자 종합대책(‘24.7.3. 관계부처 합동) 반영 - 소상공인‧자영업자 맞춤형 지원강화방안 관계부처 합동 반영 (‘24.12.4 ) - 자영업자 고용보험료 지원대상을 인 소상공인 → 전체 소상공인으로 확대 지원 1 (‘23) - 자영업자 고용보험료 지원비율을 최대 → 로 확대 지원 50% 80% (‘24) - 코로나 피해 소상공인 분할상환 지원 신설 년 차 추경 (’25 2 )",,372,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
122,중소벤처기업부,,소상공인지원인프라,4131-321,,,,,소상공인시장진흥공단,소상공인 자영업자,"․ 소상공인주간활성화 기능경진대회 년 계속 전국소상공인대회 년 계속 : ‘13 ~ , ’06 ~",,2025,2026,2022 2023 2024 2025 2026,,,,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , ｢소기업 및 소상공인지원을 위한 특별조치법｣ 개정 - (‘05.12.23) * 소상공인진흥원 법인설립 허 가(‘06.3), * 소상공인진흥원 설립(‘06.5) : 소상공인 육 성을 위한 정책조사·개 발 문 , 전 인력 육 성 등 - 제 회 세계중소기업연맹 서울대회 17 (‘06.4.26~29) 관계자 오찬에서 대통령의 소상 공인 표창지시로 소상공업혁신대회 실시 ‘ ’ 월 (’06. 12 ) - 대통령 당선인 대선 공약 (‘07.12) * 영세자영업자들에게 창 업, 경영 마 드 인 , 점포관리, 구조개 선 , 사업정보 등의 제공으로 자영 업자 자 생 력 제고를 위한 전용 케 블 송 축 이 방 구 - “ 서민생활안정과 영세자영업자·소상공인 지원 대책 에 소상공인 ” CATV 채널 구축 방안 포함 기획재정부 보고 (‘08.3, , VIP ) - 소기업 및 소상공인지원을 위한 특별조치법 개정 (’12.1.17) * 중",,383,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
123,중소벤처기업부,,소상공인스마트화지원,4131-322,,,,,"한국중소벤처기업유통원 소상공인시장진흥공단 ,",예비 소상공인,- 계속 2020~,,117185,113601,"96,250 104,800 136,330 117,185 113,601",,,,,"- 소상공인 온라인 판로지원 (’19~) - 소상공인·자영업자 지원 대책(‘18.8), 자영업 성장‧혁신 종합대책(‘18.12)에 포함 - 소상공인제품 홈쇼핑 입점지원(’19년) - 소상공인 온라인 판로지원사업(‘20년) - 소상공인 자생력 강화 대책(‘19.9), 한국판 뉴딜 종합계획 (‘20.7월), 소상공인 디지털전환 대책 (‘20.9월), 소상공인·자영업자 종합대책(‘24.7월)에 포함 - 스마트상점 기술보급 (’20~) - ’소상공인 자생력 강화 대책(‘19.9)‘에 소비·유통환경 변화에 대한 대응력 강화를 위한 스마트상점 보급 및 확산 내용 포함 - ‘인공지능 국가전략(’19.12)‘에 제조업에서부터 전 산업으로 AI 융합 확산에 대하여 AI를 활용한 소상공인 혁신지원 내용 포함 - ‘20년 경제정책방향(’19.12)’에 소상공인 매장에 소비자 맞춤형 스마트상점 기술보급 지원 내용 포함 - ‘한국판 뉴딜(‘20.7)’에 소상공인 온라인 비즈니스 지원의 일환으로 스마트기술을",,392,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
124,중소벤처기업부,,소상공인 빅데이터 플랫폼 구축,4131-327,,,,,소상공인시장진흥공단,예비창업자 소상공인,‘23~,,2345,2111,"- 9,189 2,345 2,345 2,111",,,,,"사업 시작년도 추진배경 부처별 중점과제 대통령 공약사항 등 - , , , - 성공 창업을 위한 정보제공 확대를 위해 상권정보시스템 활용 필수화 및 고도화 추진 관계부처 합동 ( , ‘18.12.20) - 새정부 국정과제 ･소상공인·자영업 정책 방향 에 과제 반영되어 소상공인 * (’22.5) (’22.8) 빅데이터 플랫폼 구축 추진 국정과제 기업가형 소상공인 육성을 통한 도약 발판 마련 준비된 창업이 이루어지도록 소상공인 * [ 1-4] : 빅데이터 플랫폼 구축해 맞춤형 정보 제공 - 제 차 지능정보사회 종합계획 7 * (22.11) 과제 반영 * [ 전략Ⅲ 포용하는 디지털 사회 전국 상권 빅데이터 플랫폼 구축 → 소상공인에게 신속·정확한 정보 -3] : ‘ ’ 제공",,400,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
125,중소벤처기업부,,소상공인지원 융자 ( ),4151-301,,,,,소상공인시장진흥공단,소상공인,년 계속 1999 ~,,4220000,3362000,"3,508,200 3,000,000 3,710,000 4,220,000 3,362,000",,,,,"소상공인 생애주기 단계별 융자지원 체계로 개편 - ‘15. 1. 수출 및 고용창출 소상공인 육성을 위한 수출·고용특별자금 억원 신설 - ‘17. 1. (500 ) 저신용 소상공인 대상 재도전특별자금 억원 신설 - ’19.1 (300 ) 코로나 피해 경영애로 자금 조원 규모 편성 및 지원 - ’20.2 19 3 집합금지 임차료 융자 억원 규모 편성 및 지원 - ’21.1 8,000 저신용 소상공인지원 융자 조원 편성 및 지원 - ’21.7 1.2 코로나 피해 소상공인 만기연장 실시 - ‘21.9 19 소상공인 대환대출 억원 개시 제 회 추경 - ’22.7 2,000 ( 2 ) 저신용 소상공인을 위한 소산공인전통시장자금 억원 규모 개시 - ‘23.1 (8,000 ) 긴급경영안정자금 일시적경영애로 유형 신설 - ’24.1 상생성장지원자금 신설 - ’25.1",,407,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
126,중소벤처기업부,,시장상권경영혁신지원,4154-304,,,,,소상공인시장진흥공단,전통시장 및 상점가 상권내 소상공인,매년,,,,- 5,,,,,,,413,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
127,중소벤처기업부,,소진기금 인건비,7277-100,,,,,소상공인시장진흥공단,해당 없음,년 계속,,51843,56741,"46,620 48,656 49,380 51,843 56,741",,,,,- 사업 시작년도 년 : 2015 - 추진배경 소상공인시장진흥기금 추진사업 인력에 대한 인건비 지급 :,,423,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
128,중소벤처기업부,,소진기금 기본경비,7277-200,,,,,소상공인시장진흥공단,해당 없음,년 계속,,9358,10012,"9,859 7,554 9,184 9,358 10,012",,,,,- 사업 시작년도 년 : 2015 - 추진배경 소상공인시장진흥기금을 위탁·운영하는 소상공인시장진흥공단의 기관 : 운영에 필요한 제경비,,427,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
129,중소벤처기업부,,소진기금 정보화 경비 정보화 ( ),7277-201,,,,,소상공인시장진흥공단,해당 없음,년 계속,,7349,8714,"6,721 6,120 7,477 7,349 8,714",,,,,공공자금관리기금 예수금 상환에 따라 발생 : 사업 시작년도 - 년 : 2015 추진배경 융자사업 재원으로 활용한 공공자금관리기금의 예수금에 대한 이자상환 발생 - : - 1086 -,,431,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
130,중소벤처기업부,,공공자금관리기금 총괄계정 예수원금상환( ),9110-850,,,,,중소벤처기업부 :,해당 없음,년부터 신규,,1120418,606000,"1,400,000 1,896,400 1,873,841 1,120,418 606,000",,,,,공공자금관리기금 예수금 상환에 따라 발생 : - 1090 -,,435,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
131,중소벤처기업부,,공공자금관리기금 총괄계정 예수이자상환( ),9201-851,,,,,중소벤처기업부 :,해당 없음,년부터 신규,,589956,565527,"361,552 442,417 525,056 589,956 565,527",,,,,공공자금관리기금 예수금 상환에 따라 발생: 사업 시작년도 - 년 : 2015 추진배경 융자사업 재원으로 활용한 공공자금관리기금의 예수금에 대한 이자상환 발생 - : - 1094 -,,439,국가AI전략위 AI 예산사업 통합 설명자료(2026.3),기금
