name,sector,source,as_of
(주)리은푸드,식료품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)리치코리아,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)리치팜영농조합법인,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)릴리커버,도매 및 소매업|보건업 및 사회복지 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)림,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)림디자인건축사사무소,건축 기술 엔지니어링 및 기타 과학기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)링크,사업시설관리 및 사업지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)링크데이타,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)링크스퀘어,정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)링크앤,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)마그나ENG,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)마루엘앤씨,그 밖의 기계 및 장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)마루정보기술,교육 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)마루종합식품,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)마스윈,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)마음의정원,교육 서비스업|영상ㆍ오디오 기록물 제작 및 배급업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)마이크로컴퓨팅,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)마이텍,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)마이하우스,섬유제품 제조업(의복 제조업 제외),대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)마인,그 밖의 제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)마인드온,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)만보전력,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)만촌여행사,그 밖의 모든 업종,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)맘스맘소독,전문 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)매일신문사,그 밖의 제품 제조업|인쇄 및 기록매체 복제업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)매일애드,제조업|교육 서비스업|예술 스포츠 및 여가관련 서비스업|달리 분류되지 않은 자가 소비를 위한 가구의 재화 및 서비스 생산활동|기타 전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)매직엘이디,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)매직플러스,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)맥스로텍,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)맥스필름,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)맨투맨써비스,사업시설관리 및 사업지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)멀티플러스,전자부품 컴퓨터 영상 음향 및 통신장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)메가시스템,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)메디스윙,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)메디알테크놀로지,의료 정밀 광학 기기 및 시계 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)메디엔,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)메디피아이앤씨,의료 정밀 광학기기 및 시계 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)메디휴,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)메이드이엔씨,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)메이드인피플,사업시설 관리 사업 지원 및 임대 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)메이트컴,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)메이트컴퍼니,예술 스포츠 및 여가 관련 서비스업|제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)메카지오텍,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)메트로닉스,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)멘토소프트,컴퓨터 프로그래밍 시스템 통합 및 관리업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)멤브레어,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)명가라이팅,금속가공제품 제조업(기계 및 가구 제조업 제외),대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)명가라이프,섬유제품 제조업(의복 제조업 제외),대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)명가푸드,식료품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)명당컨설팅79,부동산업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)명덕건설,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)명문여행사,예술 스포츠 및 여가 관련 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)명보산업,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)명성,전자부품 컴퓨터 영상 음향 및 통신장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)명성건설,수도업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)명성그린환경,폐기물 수집 운반 처리 및 원료 재생업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)명성산업,폐기물 수집 운반 처리 및 원료 재생업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)명성씨앤에스,전자부품 컴퓨터 영상 음향 및 통신장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)명성토건,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)명성티엠에스,사업시설관리 및 사업지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)명우,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)명인리투블,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)명인이엔지,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)명인투어,사업시설관리 및 사업지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)명지종합개발,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)명진건설,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)명진기공,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)명진섬유,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)명진엘리베이터,수리(修理) 및 기타 개인 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)명진티엠에스,사업시설관리 및 사업지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)명진화섬,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)모나리자에스엠,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)모든교육,교육 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)모든넷,전자부품 컴퓨터 영상 음향 및 통신장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)모든앤정다운,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)모든종합상사,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)모비루스,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)모비핀테크놀러지,정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)모빌랩,출판 영상 방송통신 및 정보서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)모아연구소,교육 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)모아이스,정보서비스업|도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)모젠컴퍼니,사업시설관리 및 사업지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)목성엔지니어링,사업시설관리 및 사업지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)몬도미오,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)몰코,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)몽키아트랩,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)무림기업,사업시설관리 및 사업지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)무림컬쳐테크,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)무앤유건축,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)무지개여행사,도매 및 소매업|도매 및 상품 중개업|사업 지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)무진기업,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)무진에스엔씨,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)무한기술,그 밖의 기계 및 장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)무한자산,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)무한전력,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)문명에이스,그 밖의 기계 및 장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)문창,1차 금속 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)문창개발건설,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)문화고속관광여행사,운수업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)문화광고,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)문화뱅크,사업시설관리 및 사업지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)문화투어,사업시설관리 및 사업지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)물품닷컴,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)뭉클,전기장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미공디자인,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미광,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미디어문화연구소,출판 영상 방송통신 및 정보서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미디어테크,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미라클건축디자인,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미래GMS,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미래숲건설조경,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미래안전산업,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미래엔비텍,그 밖의 기계 및 장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미래온,보건업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미래인재개발원,교육 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미래인터텍스,섬유제품 제조업; 의복 제외,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미래종합건축사사무소,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미래종합관리,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미래지역산업개발원,교육 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미래지티에스,건축 기술 엔지니어링 및 기타 과학기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미래파크,기타 제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미래푸드,식료품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미르크린,사업시설 관리 사업 지원 및 임대 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미사인터내셔널,도매 및 소매업|제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미산건설,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미선건설,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미선건설,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미승,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미식주,식료품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미지에너텍,전기장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미진산업,도매 및 소매업|제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미진섬유,섬유제품 제조업(의복 제조업 제외),대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미진정공,고무제품 및 플라스틱제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미트코리아,도매 및 소매업|제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미화건설,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)미화산업,고무제품 및 플라스틱제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)민이엔씨,건설업|정보통신업|도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)바담한,제조업|소매업; 자동차 제외,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)바라보다,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)바론,기타 전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)바오텍,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)바이어블비젼,출판 영상 방송통신 및 정보서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)바이오360,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)바이오리드,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)바이탈컴,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)바인아이티,출판 영상 방송통신 및 정보서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)바일바이오,연구개발업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)박스마케팅,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)반도,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)반도통신기술,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)반디,전기장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)반야월연근농심체험장,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)반월,부동산업 및 임대업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)반짇고리,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)배명,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)백경건설,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)백년가게국제의료기,도매 및 상품 중개업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)백두안전공사,사업시설 관리 사업 지원 및 임대 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)백두에프앤에스,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)백두에프엠,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)백산아스콘,비금속 광물제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)백산이엔씨,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)백운조경,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)백천건축사사무소,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)밴폴,제조업|도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)버스톡,운수업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)범서토건,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)범양,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)범우켐,화학물질 및 화학제품 제조업(의약품 제조업 제외),대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)범일정보,출판 영상 방송통신 및 정보서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)범창건설,가구 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)범창케이에프,가구 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)베스툴,고무제품 및 플라스틱제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)베어산업,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)벡트론,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)벽경,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)보강,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)보강시스템,출판 영상 방송통신 및 정보서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)보광,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)보광산업,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)보광산자,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)보광아이엔티,의복 의복액세서리 및 모피제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)보광통신,정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)보광환경,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)보국전자,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)보담다,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)보람이앤씨,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)보력,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)보림텍스타일,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)보명시스템,사업시설관리 및 사업지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)보문푸드,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)보배솔루션,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)보성공조,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)보성전력,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)보우엔테크,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)보폭,정보통신업|기타 전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)보화여행사,사업시설관리 및 사업지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)보훈소방,사업시설 관리 및 조경 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)본신헬스케어,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)봄커뮤니케이션즈,전문 과학 및 기술 서비스업|건축 기술 엔지니어링 및 기타 과학기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)부강,건설업|제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)부강통신,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)부광시스템,고무 및 플라스틱제품 제조업|제조업|건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)부광에프디,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)부광엘리베이터,사업시설 관리 사업 지원 및 임대 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)부국산업개발,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)부국전기,전기장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)부림산업,사업시설관리 및 사업지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)부성디제노,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)부성리싸이클링,고무제품 및 플라스틱제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)부성앤드체어,사업시설 관리 사업 지원 및 임대 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)부송,그 밖의 모든 업종,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)부원진열장,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)북방교육연구원,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)브레인솔루션즈,제조업|교육 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)브레인플러스에듀,교육 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)브리그로교육,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)브이아이피투어,사업시설관리 및 사업지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)블랑코퍼레이션,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)블루스카이,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)블루시스,정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)블루앤,정보서비스업|제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)블루앤씨,사업시설관리 및 사업지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비섬아이앤씨,출판 영상 방송통신 및 정보서비스업|제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비슬광고공사,제조업|인쇄 및 기록매체 복제업|기타 제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비씨엠,제조업|그 밖의 기계 및 장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비아이지정보통신,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비알에스,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비앤디,출판 영상 방송통신 및 정보서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비앤비커뮤니케이션즈,그 밖의 제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비앤비휴먼테크,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비앤써,정보통신업|컴퓨터 프로그래밍 시스템 통합 및 관리업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비앤에스산업,사업시설관리 및 사업지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비앤에프소프트,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비앤티코리아,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비에스이엔지,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비에스지,섬유제품 제조업(의복 제조업 제외),대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비에스케이,금속가공제품 제조업(기계 및 가구 제조업 제외),대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비엘에스씨피,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비엘커뮤니케이션즈,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비엘헬스케어,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비엠아이엔지니어링,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비엠에스코리아,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비엠에스텍스타일,섬유제품 제조업; 의복 제외,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비오(벡터엔터테인먼트),예술 스포츠 및 여가관련 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비전기획,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비젼21,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비젼하이테크,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비즈멘토,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비즈아이티,정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비즈엠텍,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비즈텍,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비케이,비금속 광물제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비투에이치,출판 영상 방송통신 및 정보서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)비피,교육 서비스업|제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)빈칸,창작 예술 및 여가관련 서비스업|영상ㆍ오디오 기록물 제작 및 배급업|교육 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)빌케어,부동산업 및 임대업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)빗살무늬,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)빛과창,섬유제품 제조업(의복 제조업 제외),대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)빛날윤인테리어,건축 기술 엔지니어링 및 기타 과학기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)뿌리빌더나무병원,임업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)사라미데코,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)사랑넷,정보통신업|도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)사랑방,섬유제품 제조업(의복 제조업 제외),대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)사로리스,연구개발업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)사이버정보통신,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)사인매니아,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)산마루,사업시설 관리 사업 지원 및 임대 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)산바,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)산아래가구,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)산찬섬유,섬유제품 제조업(의복 제조업 제외),대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)삼건,정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)삼광건설,종합 건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)삼광상사,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)삼구건설,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)삼덕아스콘,코크스 연탄 및 섬유정제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)삼동하우징,제조업|목재 및 나무제품 제조업(가구 제조업 제외),대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)삼마,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)삼명엔지니어링,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
(주)삼보건축사사무소,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
