name,sector,source,as_of
엘엔티바이오,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엘엠씨,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엘엠엔지니어링,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엘이디월드,전기장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엘이트학생복황금점,교육 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엘제이(LJ)무빙,운수 및 창고업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엘제이알앤티,도매 및 상품 중개업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엘제이테크,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엘지대박렌탈,그 밖의 모든 업종,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엘지익스프레스,운수업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엘케이솔루션,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엘피테크,그 밖의 제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠,도매 및 소매업|섬유제품 제조업; 의복 제외,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠2엠,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠겔러리(M gallery),건설업|제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠데코 디자인,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠디자인스튜디오,가죽 가방 및 신발 제조업|소매업; 자동차 제외,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠디케이,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠디테크,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠버플러스산업,그 밖의 제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠베스트에스이(se)학원,교육 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠베이스,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠뷰티태닝,기타 개인 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠브이피교육연구소,교육 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠시베딩,도매 및 소매업|제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠씨에이(MCA),정보서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠씨엔스포츠,의복 의복액세서리 및 모피제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠아우라,기타 개인 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠아이엔테크,출판 영상 방송통신 및 정보서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠아이테크,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠알텍 주식회사,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠애드컴,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠애드컴즈,인쇄 및 기록매체 복제업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠앤티 M&T,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠에스 파트너스,전문 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠에스(MS),제조업|도매 및 소매업|건축 기술 엔지니어링 및 기타 과학기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠에스(MS)샵,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠에스메디캠프,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠에스상사,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠에스엘,전기 가스 증기 및 수도사업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠에스조경건설(주),건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠에스조경주식회사,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠에스종합건설(주),종합 건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠에스케어,부동산업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠에스텍,전기장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠에스티 테크,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠에스팜,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠에이에프,기타 제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠에이엠 Design,고무 및 플라스틱제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠에이치물류 주식회사,폐기물 수집 운반 처리 및 원료 재생업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠에이치엘,정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠에터,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠에프(MF),기타 전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠엔에이치 헬스케어,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠엠식스티식스,정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠엠컴퍼니,의복 의복 액세서리 및 모피제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠엠피(MMP),출판 영상 방송통신 및 정보서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠와이택스(M.Y TAX),기타 전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠제이,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠제이 컴퍼니,기타 개인 서비스업|도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠제이디자인,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠제이메디칼,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠제이벨류주식회사,영상ㆍ오디오 기록물 제작 및 배급업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠제이블라인드,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠제이시스템,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠제이엠,금속가공제품 제조업(기계 및 가구 제조업 제외)|자동차 및 트레일러 제조업|그 밖의 운송장비 제조업|기타 기계 및 장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠제이컴퍼니,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠제이플래닛,기타 전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠제이환경기술,전문 과학 및 기술 서비스업|제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠지에스유통,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠지테크윈,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠커뮤니케이션즈,예술 스포츠 및 여가 관련 서비스업|그 밖의 모든 업종,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠케이 커머스,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠케이(MK)34,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠케이스포츠,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠케이아트,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠케이이앤에스 주식회사,전문 과학 및 기술 서비스업|전기장비 제조업|컴퓨터 프로그래밍 시스템 통합 및 관리업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠토리,사업시설 관리 및 조경 서비스업|컴퓨터 프로그래밍 시스템 통합 및 관리업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠토스,제조업|도매 및 소매업|전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠통상,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠투엠코리아,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠티엘엑스(MTLX),제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠티오소프트(주),,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠퍼센트,교육 서비스업|도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠포티,의료 정밀 광학기기 및 시계 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠프린텍,인쇄 및 기록매체 복제업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠플러스,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠피세이프티,도매 및 소매업|제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠피테크,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엠하드웨어,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
엣지pc,스포츠 및 오락관련 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
여기모디,음식점 및 주점업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
여기애드,출판 영상 방송통신 및 정보서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
여명전력공사,전기 가스 증기 및 수도사업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
여백이앤씨건축사사무소,건축 기술 엔지니어링 및 기타 과학기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
여산 Design Lab,제조업|전문 과학 및 기술 서비스업|인쇄 및 기록매체 복제업|전자 부품 컴퓨터 영상 음향 및 통신장비 제조업|도매 및 소매업|연구개발업|전문 서비스업|건축 기술 엔지니어링 및 기타 과학기술 서비스업|출판업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
여우밥상,음식점 및 주점업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
여우뷰티,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
여운,소매업; 자동차 제외,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
여운디자인,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
여울환경,기타 개인 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
여주 TNC,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
여피인터내셔널,의복 의복액세서리 및 모피제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
여행스케치주식회사,예술 스포츠 및 여가 관련 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
여행예약센터,사업 지원 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
여행으로크는아이들 굴렁쇠,예술 스포츠 및 여가관련 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
여행을떠나요(주),운수업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
여행자의 책,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
역마차,숙박 및 음식점업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
역사문화교육연구소,교육 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
역전빨간어묵,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
역전프렌즈,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연경천지인공인중개사사무소,부동산업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연두기획,예술 스포츠 및 여가관련 서비스업|창작 예술 및 여가관련 서비스업|스포츠 및 오락관련 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연두푸드,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연디자인,그 밖의 제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연사이언스,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연서,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연서산업,협회 및 단체 수리 및 기타 개인 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연세브이영어학원,교육 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연세우유 성서대리점,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연세우유 수성대리점,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연세우유 수성특판대리점,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연세우유달서대리점,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연승무역,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연애드,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연우,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연우마을,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연우사무기,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연우서점,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연우컨설턴트,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연우포장,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연인화장품,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연일숲,농업 임업 및 어업|농업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연진텍,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연포토,예술 스포츠 및 여가관련 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연푸드,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연합광고사,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연합테크,전기장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연합포토출력,인쇄 및 기록매체 복제업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연호나무공방,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
연훈 개발,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
열두광주리,음식점 및 주점업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
열두달 숲,전문 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
열린공연기획,기타 개인 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
열린서점,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
열린유통,운수업|도매 및 소매업|그 밖의 모든 업종,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
열린자원,폐기물 수집 운반 처리 및 원료 재생업|도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
열린환경(주),폐기물 수집 운반 처리 및 원료 재생업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
열정조경,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영 부엌가구,가구 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영강금속(주),,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영광기획,인쇄 및 기록매체 복제업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영광메디칼,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영광엔터테인먼트,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영광정밀인쇄사,인쇄 및 기록매체 복제업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영그래픽,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영남DPS,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영남기업,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영남대구화훼 영농조합법인,농업 임업 및 어업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영남도료광고사,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영남도서,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영남렌탈,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영남메디칼,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영남사이언스,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영남상사,자동차 및 부품 판매업|도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영남스크린,인쇄 및 기록매체 복제업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영남스텐,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영남아크릴,제조업|소매업; 자동차 제외,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영남애드텍,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영남에스아이,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영남윈택,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영남인쇄복사(도서출판영남),인쇄 및 기록매체 복제업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영남인쇄사,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영남인쇄사,인쇄 및 기록매체 복제업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영남전기관리 (주),전기 가스 증기 및 수도사업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영남전기기술공사 주식회사,전기 가스 증기 및 수도사업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영남철거클린,사업시설 관리 사업 지원 및 임대 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영남푸드,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영남프러스,금융 및 보험업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영남프린텍 군위점,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영남피브시상공사,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영남휴먼스주식회사,사업시설 관리 사업 지원 및 임대 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영농조합법인 팔공김치,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영도푸드,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영동전력(주),건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영동테크,전기장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영라인(주),정보통신업|도매 및 소매업|제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영림건설(주),건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영림메디칼,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영림인테리어스 수성점,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영메디칼,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영문사,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영미종합,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영바이오,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영빈제과,식료품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영산건설(주),건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영산엔지니어링,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영산축산,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영상114,영상ㆍ오디오 기록물 제작 및 배급업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영생,수리(修理) 및 기타 개인 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영석C&P,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영석ENG,그 밖의 기계 및 장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영성기전,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영성이앤지,전문직별 공사업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영성케미칼,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영신기계(주),,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영신기전공업(주),,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영신상사,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영신종합상사,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영신타올,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영신타올(주),섬유제품 제조업(의복 제조업 제외),대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영신테크,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영심이네천가게,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영우사이언스,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영웅 TEC,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영원물산,의복 의복 액세서리 및 모피제품 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영원산업,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영원크린,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영인,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영인에코 주식회사,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영일기계공업사,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영일렌트카(주),부동산업 및 임대업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영일사이언스,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영일산업사,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영일아이씨티 주식회사,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영일엔지니어링,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영일엔지니어링(주),그 밖의 기계 및 장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영일이엔씨(주),건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영일이엔지,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영일종합인쇄,제조업|인쇄 및 기록매체 복제업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영재융합창의센터아이콩,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영진,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영진기획영진인테리어,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영진메디컬,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영진발전기,그 밖의 기계 및 장비 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영진봉제,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영진산업,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영진애드컴,인쇄 및 기록매체 복제업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영진전기,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영진창호산업,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영진필름,도매 및 소매업|건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영차투어,그 밖의 모든 업종,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영창드림테크,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영창피아노대구총판 엠노트뮤직,소매업; 자동차 제외,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영탑영어교습소,교육 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영푸드,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영풍종합목재,,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영풍화성(주),,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영현테크,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영호공원,수리(修理) 및 기타 개인 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
영화서점,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
옆구리,음식점 및 주점업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예 서비스아카데미,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예가건축사사무소,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예가컴퍼니,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예가하우징,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예건 건축디자인,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예담상사,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예담원,협회 및 단체 수리 및 기타 개인 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예담조경(주),건설업|보건업 및 사회복지 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예당건축사사무소,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예당건축조형미술연구소,예술 스포츠 및 여가관련 서비스업|도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예당원예,농업 임업 및 어업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예동북스,출판업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예림당서적,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예림사,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예림산업,협회 및 단체 수리 및 기타 개인 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예림상사,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예림유통,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예맥건축사사무소,전문 과학 및 기술 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예문인쇄사,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예본,교육 서비스업|제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예쁘제,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예쁜글씨,인쇄 및 기록매체 복제업|제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예삐꽃방,농업 임업 및 어업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예성건설나눔(주),건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예성유클리드학원,교육 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예술창건설,건설업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예술책 빵 지혜,숙박 및 음식점업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예술혁신연구소,정보통신업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예스건축인테리어,전문직별 공사업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예스마트,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예스메이커,교육 서비스업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예스서적,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예스알브이,자동차 및 트레일러 제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예스인쇄,인쇄 및 기록매체 복제업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예스프린텍,제조업|인쇄 및 기록매체 복제업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예스휀스,제조업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예실미트,도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
예아(YEAAH),도매 및 소매업,대구광역시 지역중소기업 명단(공공데이터포털),2026-09
