id,name,complex,district,eupmyeon,sector_code,sector,sector_group,product,workers_band,workers,reg_type,first_registered,mfg_area_band,address,sites,source,as_of,founded,tags
x0001,(주)와이엠에스에이,산단 외,수성구,,,침구 및 관련제품 제조업,기타 제조,,10~49명,14,,,,대구광역시 수성구 달구벌대로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1988,
x0002,한국가스공사,산단 외,동구,,,연료용 가스 제조 및 배관공급업,화학·에너지,,300명 이상,4334,,,,대구광역시 동구 첨단로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1988,
x0003,한국지능정보사회진흥원,산단 외,동구,,,컴퓨터 시스템 통합 자문 및 구축 서비스업,소프트웨어·IT,,300명 이상,703,,,,대구광역시 동구 첨단로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1988,
x0004,(주))현대개발,산단 외,동구,,,유리 및 창호 공사업,기타 제조,,1~9명,5,,,,대구광역시 동구 화랑로108길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2002,
x0005,코나모빌리티주식회사,산단 외,중구,,,그 외 기타 전기 통신업,전기·전자,,10~49명,41,,,,대구광역시 중구 달구벌대로,1,국민연금 가입 사업장 내역 2026-07,2026-07,1999,
x0006,(주)디지엔터테인먼트,산단 외,남구,,,응용 소프트웨어 개발 및 공급업,소프트웨어·IT,,1~9명,9,,,,대구광역시 남구 명덕로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2000,
x0007,(주)디피아이솔루션스,산단 외,달서구,,,섬유  의복  신발 및 가죽제품 중개업 / 목재 및 건축,섬유·패션,,1~9명,4,,,,대구광역시 달서구 월곡로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2000,
x0008,티지바이오텍(주),산단 외,북구,,,기타 인문 및 사회과학 연구개발업,기타 서비스,,10~49명,13,,,,대구광역시 북구 경대로17길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2000,
x0009,(주)경복건설,산단 외,수성구,,,유리 및 창호 공사업,기타 제조,,1~9명,5,,,,대구광역시 수성구 용학로28길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2001,
x0010,(주)에이치디건설,산단 외,북구,,,유리 및 창호 공사업,기타 제조,,1~9명,3,,,,대구광역시 북구 동변로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2001,
x0011,주식회사 새벽,산단 외,북구,,,포장 공사업,기타 제조,,1~9명,4,,,,대구광역시 북구 검단로31길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2002,
x0012,풍전기계(주),산단 외,달성군,,,금속 절삭기계 제조업,기계·금속,,1~9명,3,,,,대구광역시 달성군 하빈면 하산길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2002,
x0013,주식회사성원정보기술,산단 외,달성군,,,배전반 및 전기 자동제어반 제조업,전기·전자,,1~9명,8,,,,대구광역시 달성군 다사읍 대실역남로2길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2002,
x0014,(주)달성현대서비스,산단 외,달성군,,,자동차 종합 수리업,자동차·부품,,10~49명,27,,,,대구광역시 달성군 논공읍 비슬로350길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2002,
x0015,(주)디엔비,산단 외,남구,,,의료 기기 도매업,의료·바이오,,1~9명,5,,,,대구광역시 남구 대봉로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2002,
x0016,(주)신라벤딩,산단 외,달서구,,,분말 야금제품 제조업,기타 제조,,1~9명,4,,,,대구광역시 달서구 달서대로91길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2002,
x0017,주식회사원진주철,산단 외,동구,,,철물  금속 파스너 및 수공구 도매업,기계·금속,,1~9명,5,,,,대구광역시 동구 반야월북로57길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2002,
x0018,(주)이엔씨부강,산단 외,수성구,,,유리 및 창호 공사업,기타 제조,,1~9명,3,,,,대구광역시 수성구 들안로9길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2002,
x0019,오성치과병원,산단 외,수성구,,,치과병원,의료·바이오,,10~49명,11,,,,대구광역시 수성구 욱수천로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2002,
x0020,제이아그로(주),산단 외,달서구,,,비료 및 농약 도매업,화학·에너지,,10~49명,32,,,,대구광역시 달서구 성서로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2002,
x0021,유니온상사(주),산단 외,서구,,,자동차 중고 부품 및 내장품 판매업,자동차·부품,,1~9명,3,,,,대구광역시 서구 국채보상로60길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2002,
x0022,서부신세계영상의학과의원,산단 외,달서구,,,방사선 진단 및 병리 검사 의원,의료·바이오,,10~49명,15,,,,대구광역시 달서구 구마로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2002,
x0023,신세계영상의학과의원,산단 외,달서구,,,방사선 진단 및 병리 검사 의원,의료·바이오,,10~49명,14,,,,대구광역시 달서구 달구벌대로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2002,
x0024,국제전기안전관리(주),산단 외,동구,,,기타 엔지니어링 서비스업,기타 서비스,,10~49명,10,,,,대구광역시 동구 동호로2길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2002,
x0025,화산세계주류(주),산단 외,수성구,,,1차 금속제품 도매업,기계·금속,,1~9명,7,,,,대구광역시 수성구 들안로28길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2002,
x0026,(주)데이타뱅크,산단 외,수성구,,,응용 소프트웨어 개발 및 공급업,소프트웨어·IT,,10~49명,39,,,,대구광역시 수성구 알파시티1로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2002,
x0027,(주)브이아이피렌트카,산단 외,동구,,,자동차 임대업(렌트카),자동차·부품,,1~9명,7,,,,대구광역시 동구 동촌로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2002,
x0028,(주)대명렌즈옵티칼,산단 외,북구,,,안경  사진장비 및 광학용품 도매업,의료·바이오,,10~49명,12,,,,대구광역시 북구 노원로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2002,
x0029,제이에스전장,산단 외,달서구,,,그 외 기타 전기장비 제조업,전기·전자,,50~299명,67,,,,대구광역시 달서구 성서로71길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2002,
x0030,인터넷정보(주),산단 외,북구,,,컴퓨터 및 주변장치  소프트웨어 도매업,소프트웨어·IT,,1~9명,3,,,,대구광역시 북구 유통단지로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2002,
x0031,(주)건흥전기,산단 외,북구,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,전기·전자,,1~9명,4,,,,대구광역시 북구 유통단지로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2002,
x0032,나성엔지니어링,산단 외,북구,,,그 외 자동차용 신품 부품 제조업,자동차·부품,,10~49명,10,,,,대구광역시 북구 침산로67길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2002,
x0033,(주)금와건설,산단 외,달성군,,,유리 및 창호 공사업,기타 제조,,1~9명,3,,,,대구광역시 달성군 현풍읍 현풍중앙로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2002,
x0034,경산건업(주),산단 외,동구,,,유리 및 창호 공사업,기타 제조,,10~49명,13,,,,대구광역시 동구 둔산로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2002,
x0035,주식회사 경보,산단 외,달서구,,,내부 전기배선 공사업,전기·전자,,1~9명,3,,,,대구광역시 달서구 와룡로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2002,
x0036,(주)현대파워,산단 외,달서구,,,기타 엔지니어링 서비스업,기타 서비스,,1~9명,3,,,,대구광역시 달서구 달구벌대로323길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2002,
x0037,한전 대구본부,산단 외,북구,,,태양력 발전업,화학·에너지,,50~299명,62,,,,대구광역시 북구 원대로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0038,영남전기이엔지(주),산단 외,달서구,,,기타 엔지니어링 서비스업,기타 서비스,,1~9명,6,,,,대구광역시 달서구 선원로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0039,대성케미칼(주),산단 외,달서구,,,플라스틱 합성피혁 제조업,화학·에너지,,1~9명,6,,,,대구광역시 달서구 구마로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0040,동명베어링(주),산단 외,중구,,,그 외 기타 기계 및 장비 도매업,기계·금속,,1~9명,5,,,,대구광역시 중구 북성로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0041,에스엠영상의학과의원,산단 외,중구,,,방사선 진단 및 병리 검사 의원,의료·바이오,,50~299명,137,,,,대구광역시 중구 공평로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0042,(주)메디코리아,산단 외,중구,,,의료 기기 도매업,의료·바이오,,1~9명,4,,,,대구광역시 중구 달성로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0043,주식회사 대정정보통신,산단 외,달서구,,,통신ㆍ방송장비 및 부품 도매업,기계·금속,,1~9명,7,,,,대구광역시 달서구 달구벌대로251길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0044,(주)씨티정보,산단 외,달서구,,,컴퓨터 및 주변장치  소프트웨어 도매업,소프트웨어·IT,,10~49명,12,,,,대구광역시 달서구 성서공단로22안길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0045,（주）고려엠텍,산단 외,달성군,,,기타 비철금속 제련  정련 및 합금 제조업,기계·금속,,10~49명,13,,,,대구광역시 달성군 논공읍 비슬로264길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0046,(주)신성티시디코리아,산단 외,남구,,,의료 기기 도매업,의료·바이오,,1~9명,3,,,,대구광역시 남구 봉덕로9길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0047,주식회사 두인,산단 외,수성구,,,유리 및 창호 공사업,기타 제조,,1~9명,9,,,,대구광역시 수성구 들안로67길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0048,(주)케이.앤.에프,산단 외,중구,,,기타 가공식품 도매업,식품,,1~9명,5,,,,대구광역시 중구 국채보상로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0049,주식회사 고려토목기술,산단 외,중구,,,기타 엔지니어링 서비스업,기타 서비스,,1~9명,5,,,,대구광역시 중구 동덕로36길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0050,대영제일(주),산단 외,수성구,,,유리 및 창호 공사업,기타 제조,,1~9명,3,,,,대구광역시 수성구 알파시티1로4길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0051,(주)굿모닝렌트카,산단 외,달서구,,,자동차 임대업(렌트카),자동차·부품,,1~9명,3,,,,대구광역시 달서구 달서대로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0052,주식회사 한빛안전공사,산단 외,북구,,,기타 엔지니어링 서비스업,기타 서비스,,1~9명,6,,,,대구광역시 북구 구리로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0053,(주)동극섬유,산단 외,서구,,,화학섬유직물 직조업,섬유·패션,,10~49명,19,,,,대구광역시 서구 새방로27길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0054,(주)한국교통이엔씨,산단 외,수성구,,,기타 엔지니어링 서비스업,기타 서비스,,1~9명,5,,,,대구광역시 수성구 들안로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0055,(주)평화ENG,산단 외,서구,,,기타 물품 취급장비 제조업,기계·금속,,1~9명,3,,,,대구광역시 서구 와룡로99길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0056,(주)유창필름,산단 외,서구,,,생활용 포장 및 위생용품  봉투 및 유사 제품 도매업,기타 제조,,1~9명,5,,,,대구광역시 서구 국채보상로19길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0057,에스이디주식회사,산단 외,중구,,,주방용 전기 기기 제조업,전기·전자,,1~9명,3,,,,대구광역시 중구 국채보상로150길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0058,하나네트워크(주),산단 외,북구,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,전기·전자,,1~9명,3,,,,대구광역시 북구 유통단지로8길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0059,(주)거명창호건설,산단 외,달성군,,,유리 및 창호 공사업,기타 제조,,1~9명,3,,,,대구광역시 달성군 옥포읍 금계길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0060,(주)삼부세라믹,산단 외,달서구,,,정형 내화 요업제품 제조업,기타 제조,,1~9명,3,,,,대구광역시 달서구 성서로5길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0061,오엔건설(주),산단 외,동구,,,유리 및 창호 공사업,기타 제조,,1~9명,7,,,,대구광역시 동구 아양로24길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0062,(주)미벨코리아,산단 외,북구,,,생활용 유리ㆍ요업ㆍ목재ㆍ금속제품 및 날붙이 도매업,기계·금속,,1~9명,5,,,,대구광역시 북구 검단로31길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0063,유앤미치과의원,산단 외,중구,,,치과의원,의료·바이오,,10~49명,19,,,,대구광역시 중구 중앙대로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0064,(주)다솔,산단 외,서구,,,유리 및 창호 공사업,기타 제조,,1~9명,3,,,,대구광역시 서구 와룡로65길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0065,대아기전(주),산단 외,북구,,,그 외 자동차용 신품 부품 제조업,자동차·부품,,1~9명,3,,,,대구광역시 북구 유통단지로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0066,(주)인포셋,산단 외,수성구,,,컴퓨터 및 주변장치  소프트웨어 도매업,소프트웨어·IT,,10~49명,22,,,,대구광역시 수성구 화랑로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0067,주식회사 유로건설,산단 외,군위군,,,유리 및 창호 공사업,기타 제조,,1~9명,4,,,,대구광역시 군위군 효령면 치산효령로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0068,(주)구일산업,산단 외,중구,,,화학섬유직물 직조업,섬유·패션,,1~9명,4,,,,대구광역시 중구 국채보상로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0069,(주)다원건설,산단 외,수성구,,,유리 및 창호 공사업,기타 제조,,1~9명,4,,,,대구광역시 수성구 팔현길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0070,(주)한미툴링,산단 외,달서구,,,철물  금속 파스너 및 수공구 도매업,기계·금속,,1~9명,5,,,,대구광역시 달서구 달서대로91길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0071,(주)부전종합중기,산단 외,달서구,,,기타 운송장비 임대업,기계·금속,,1~9명,3,,,,대구광역시 달서구 야외음악당로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0072,삼광종합운수(주),산단 외,달서구,,,일반 화물 자동차 운송업,자동차·부품,,1~9명,3,,,,대구광역시 달서구 성서공단로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0073,벧엘치과의원,산단 외,북구,,,치과의원,의료·바이오,,10~49명,10,,,,대구광역시 북구 원대로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0074,연합치과후 치과의원,산단 외,동구,,,치과의원,의료·바이오,,10~49명,17,,,,대구광역시 동구 동촌로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0075,(주)대구렌트카,산단 외,중구,,,자동차 임대업(렌트카),자동차·부품,,1~9명,5,,,,대구광역시 중구 대봉로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0076,(주)태평양관광여행사,산단 외,중구,,,산업설비  운송장비 및 공공장소 청소업,기계·금속,,1~9명,3,,,,대구광역시 중구 동덕로36길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0077,(주)동양도료,산단 외,동구,,,도료 도매업,화학·에너지,,1~9명,4,,,,대구광역시 동구 동촌로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0078,강북행복을심는치과의원,산단 외,북구,,,치과의원,의료·바이오,,10~49명,10,,,,대구광역시 북구 대천로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0079,(주)모두메디,산단 외,남구,,,전기식 진단 및 요법 기기 제조업,의료·바이오,,1~9명,9,,,,대구광역시 남구 봉덕로9길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0080,한국전선판매(주),산단 외,북구,,,통신ㆍ방송장비 및 부품 도매업,기계·금속,,1~9명,4,,,,대구광역시 북구 신천동로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0081,(주)에스알티,산단 외,서구,,,비알코올 음료 도매업,식품,,1~9명,4,,,,대구광역시 서구 염색공단로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0082,(주)대우건장,산단 외,남구,,,골재  벽돌 및 시멘트 도매업,기타 제조,,1~9명,3,,,,대구광역시 남구 효성중앙길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0083,손희용치과의원,산단 외,중구,,,치과의원,의료·바이오,,10~49명,12,,,,대구광역시 중구 달구벌대로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0084,김앤김치과의원,산단 외,중구,,,치과의원,의료·바이오,,10~49명,10,,,,대구광역시 중구 명륜로23길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0085,씨티에스(주),산단 외,달서구,,,기타 물품 취급장비 제조업,기계·금속,,10~49명,29,,,,대구광역시 달서구 달서대로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0086,장윤제치과의원,산단 외,수성구,,,치과의원,의료·바이오,,10~49명,10,,,,대구광역시 수성구 달구벌대로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0087,(주)탑스전자,산단 외,북구,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,전기·전자,,1~9명,3,,,,대구광역시 북구 유통단지로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0088,(주)진풍기업,산단 외,북구,,,철물  금속 파스너 및 수공구 도매업,기계·금속,,1~9명,3,,,,대구광역시 북구 유통단지로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0089,배세복치과의원,산단 외,중구,,,치과의원,의료·바이오,,10~49명,19,,,,대구광역시 중구 중앙대로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0090,대한케미칼주식회사,산단 외,북구,,,도료 도매업,화학·에너지,,1~9명,5,,,,대구광역시 북구 유통단지로3길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0091,열린치과,산단 외,남구,,,치과의원,의료·바이오,,10~49명,11,,,,대구광역시 남구 월배로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0092,(주)엔.아이.비즈,산단 외,수성구,,,응용 소프트웨어 개발 및 공급업,소프트웨어·IT,,1~9명,4,,,,대구광역시 수성구 알파시티1로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0093,화진운수(주),산단 외,달성군,,,일반 화물 자동차 운송업,자동차·부품,,1~9명,6,,,,대구광역시 달성군 현풍읍 국가산단북로100길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0094,늘사랑치과의원,산단 외,수성구,,,치과의원,의료·바이오,,10~49명,15,,,,대구광역시 수성구 달구벌대로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0095,주식회사대구중기살수차,산단 외,달성군,,,용달 화물 자동차 운송업,자동차·부품,,1~9명,4,,,,대구광역시 달성군 논공읍 달성군청로1길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0096,(주)우리렌트카,산단 외,달서구,,,자동차 임대업(렌트카),자동차·부품,,1~9명,3,,,,대구광역시 달서구 월배로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0097,(주)에너지소방,산단 외,북구,,,기타 산업용 기계 및 장비 도매업,기계·금속,,1~9명,3,,,,대구광역시 북구 동변로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0098,(주)창광알미늄,산단 외,수성구,,,유리 및 창호 공사업,기타 제조,,1~9명,9,,,,대구광역시 수성구 달구벌대로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0099,(주)한텍시스템,산단 외,서구,,,컴퓨터 및 주변장치  소프트웨어 도매업,소프트웨어·IT,,1~9명,7,,,,대구광역시 서구 국채보상로88길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0100,(주)에스엔제이,산단 외,달성군,,,화학섬유직물 직조업,섬유·패션,,1~9명,3,,,,대구광역시 달성군 다사읍 세천로21길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0101,(주)정원물류,산단 외,서구,,,일반 화물 자동차 운송업,자동차·부품,,1~9명,3,,,,대구광역시 서구 국채보상로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0102,화성이엔에이(주),산단 외,수성구,,,배전반 및 전기 자동제어반 제조업,전기·전자,,1~9명,5,,,,대구광역시 수성구 수성로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0103,(주)삼주케이알,산단 외,서구,,,화학섬유직물 직조업,섬유·패션,,1~9명,3,,,,대구광역시 서구 문화로21길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0104,(주)삼일정공,산단 외,북구,,,금속 절삭기계 제조업,기계·금속,,1~9명,3,,,,대구광역시 북구 3공단로10길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0105,(주)수수건설,산단 외,달성군,,,유리 및 창호 공사업,기타 제조,,1~9명,4,,,,대구광역시 달성군 옥포읍 돌미로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0106,민들레치과의원,산단 외,수성구,,,치과의원,의료·바이오,,10~49명,14,,,,대구광역시 수성구 들안로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0107,(주)희룡,산단 외,북구,,,생활용 가구 도매업,기타 제조,,1~9명,3,,,,대구광역시 북구 유통단지로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0108,천우건업(주),산단 외,달서구,,,유리 및 창호 공사업,기타 제조,,1~9명,3,,,,대구광역시 달서구 상화로15길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0109,메디칼 중앙약국,산단 외,달서구,,,의약품 및 의료용품 소매업,의료·바이오,,10~49명,14,,,,대구광역시 달서구 달구벌대로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0110,(주)하이넷,산단 외,남구,,,컴퓨터 및 주변장치  소프트웨어 도매업,소프트웨어·IT,,1~9명,3,,,,대구광역시 남구 자유5길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0111,(주)유한엔지니어링,산단 외,북구,,,그 외 기타 기계 및 장비 도매업,기계·금속,,1~9명,4,,,,대구광역시 북구 유통단지로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0112,주식회사 대영셀콤,산단 외,북구,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,전기·전자,,10~49명,22,,,,대구광역시 북구 유통단지로13길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0113,(주)이트로닉스,산단 외,북구,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,전기·전자,,1~9명,3,,,,대구광역시 북구 유통단지로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0114,라온치과의원,산단 외,북구,,,치과병원,의료·바이오,,10~49명,15,,,,대구광역시 북구 칠곡중앙대로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0115,리더스치과의원(오호열),산단 외,달서구,,,치과의원,의료·바이오,,10~49명,13,,,,대구광역시 달서구 월배로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0116,(주) 동광이엔씨,산단 외,동구,,,유선 통신장비 제조업,전기·전자,,1~9명,4,,,,대구광역시 동구 동촌로56길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0117,코리아넷시스템(주),산단 외,수성구,,,통신ㆍ방송장비 및 부품 도매업,기계·금속,,1~9명,4,,,,대구광역시 수성구 알파시티2로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0118,(주)창신정보통신,산단 외,달서구,,,통신ㆍ방송장비 및 부품 도매업,기계·금속,,1~9명,3,,,,대구광역시 달서구 성서로36길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0119,대성글로벌네트웍(주),산단 외,중구,,,데이터베이스 및 온라인 정보 제공업,소프트웨어·IT,,300명 이상,555,,,,대구광역시 중구 명덕로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0120,(주)세인실업,산단 외,수성구,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,전기·전자,,10~49명,10,,,,대구광역시 수성구 알파시티1로42길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0121,현대중기(주),산단 외,동구,,,일반 / 용달 / 개별 화물 자동차 운송업,자동차·부품,,1~9명,3,,,,대구광역시 동구 아양로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0122,편한구강내과치과의원,산단 외,중구,,,치과의원,의료·바이오,,10~49명,10,,,,대구광역시 중구 명륜로23길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0123,(주인타이어모터스,산단 외,서구,,,자동차 신품 판매업,자동차·부품,,10~49명,12,,,,대구광역시 서구 와룡로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0124,(주)청우물류,산단 외,북구,,,용달 화물 자동차 운송업,자동차·부품,,1~9명,5,,,,대구광역시 북구 신천동로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0125,강훈치과의원,산단 외,서구,,,치과의원,의료·바이오,,10~49명,13,,,,대구광역시 서구 팔달로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0126,（주）태원전기,산단 외,북구,,,전기용 기계ㆍ장비 및 관련 기자재 도매업,전기·전자,,50~299명,57,,,,대구광역시 북구 유통단지로13길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0127,세명철강(주),산단 외,북구,,,1차 금속제품 도매업,기계·금속,,1~9명,5,,,,대구광역시 북구 검단공단로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0128,(주)삼원건설,산단 외,서구,,,유리 및 창호 공사업,기타 제조,,1~9명,5,,,,대구광역시 서구 북비산로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0129,인사이트 디자인,산단 외,중구,,,스크린 인쇄업,기타 제조,,10~49명,11,,,,대구광역시 중구 달구벌대로440길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0130,(주)동광무역,산단 외,서구,,,화학섬유직물 직조업,섬유·패션,,1~9명,7,,,,대구광역시 서구 국채보상로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0131,상일건설(주),산단 외,군위군,,,유리 및 창호 공사업,기타 제조,,1~9명,5,,,,대구광역시 군위군 군위읍 하곡1길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0132,세현테크(주）,산단 외,수성구,,,1차 금속제품 도매업,기계·금속,,1~9명,3,,,,대구광역시 수성구 용학로50길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0133,태석건설주식회사,산단 외,달성군,,,유리 및 창호 공사업,기타 제조,,1~9명,5,,,,대구광역시 달성군 화원읍 류목정길,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
x0134,(주)고아정공,산단 외,북구,,,금속선 가공제품 제조업,기계·금속,,10~49명,12,,,,대구광역시 북구 유통단지로,1,국민연금 가입 사업장 내역 2026-07,2026-07,2003,
