자료생성년월,사업장명,사업자등록번호,사업장가입상태코드,사업장도로명상세주소,사업장지번상세주소,법정동주소광역시도코드,사업장업종코드,사업장업종코드명,적용일자,재등록일자,탈퇴일자,가입자수,신규취득자수,상실가입자수
2026-07,한국부동산원,120810,1,대구광역시 동구 이노밸리로,대구광역시 동구 신서동,27,741300,시장 조사 및 여론 조사업,1988-01-01,,,1266,101,7
2026-07,신용보증기금,105820,1,대구광역시 동구 첨단로,대구광역시 동구 신서동,27,659900,기타 금융 투자업,1988-01-01,,,3026,6,33
2026-07,(주)와이엠에스에이,110812,1,대구광역시 수성구 달구벌대로,대구광역시 수성구 만촌동,27,172101,침구 및 관련제품 제조업,1988-01-01,,,14,0,0
2026-07,동서기연(주),116813,1,대구광역시 동구 송라로,대구광역시 동구 신천동,27,749100,고용 알선업,1988-01-01,,,4,0,0
2026-07,한국가스공사,120820,1,대구광역시 동구 첨단로,대구광역시 동구 신서동,27,402001,연료용 가스 제조 및 배관공급업,1988-01-01,,,4334,286,23
2026-07,한국지능정보사회진흥원,135820,1,대구광역시 동구 첨단로,대구광역시 동구 신서동,27,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,1988-01-01,,,703,32,10
2026-07,(주)이수페타시스,514811,1,대구광역시 달성군 논공읍 논공로53길,대구광역시 달성군 논공읍,27,321000,기타 반도체 소자 제조업,1988-01-01,,,1473,13,9
2026-07,(주)삼성라이온즈,504810,1,대구광역시 수성구 야구전설로,대구광역시 수성구 연호동,27,924101,그 외 기타 스포츠 서비스업,1988-01-01,,,52,1,0
2026-07,갑을합섬(주),503811,1,대구광역시 서구 평리로17길,대구광역시 서구 중리동,27,171109,화학섬유직물 직조업,1988-02-01,,,9,0,0
2026-07,대한방직(주)대구공장,514850,1,대구광역시 서구 염색공단로,대구광역시 서구 비산동,27,171200,직물  편조 원단 및 의복류 염색 가공업,1988-01-01,,,209,1,7
2026-07,남양금속(주),514810,1,대구광역시 달성군 논공읍 논공로53길,대구광역시 달성군 논공읍,27,343000,그 외 자동차용 신품 부품 제조업,1990-01-01,,,282,1,3
2026-07,성림통상주식회사,104811,2,대구광역시 북구 칠곡중앙대로46길,대구광역시 북구 태전동,27,171109,화학섬유직물 직조업,1992-01-01,,2026-07-01,0,0,0
2026-07,(주)일신켐텍,107816,1,대구광역시 달성군 구지면 국가산단대로50길,대구광역시 달성군 구지면,27,514950,플라스틱 물질 및 합성고무 도매업,1998-12-01,,,7,0,0
2026-07,중앙119구조본부,210830,1,대구광역시 달성군 구지면 구지서로,대구광역시 달성군 구지면,27,999999,BIZ_NO미존재사업장,1999-03-01,2024-10-01,,35,1,1
2026-07,경북대학교 디스플레이나노소재연구소,504830,1,대구광역시 북구 대학로,대구광역시 북구 산격동,27,999999,BIZ_NO미존재사업장,2002-07-19,,,4,0,0
2026-07,한국교육학술정보원(재),214820,1,대구광역시 동구 동내로,대구광역시 동구 동내동,27,930919,애완 동물 장묘 및 보호 서비스업,1999-04-22,,,429,4,3
2026-07,(주))현대개발,502812,1,대구광역시 동구 화랑로108길,대구광역시 동구 용계동,27,452102,유리 및 창호 공사업,2002-07-23,,,5,0,0
2026-07,코나모빌리티주식회사,120819,1,대구광역시 중구 달구벌대로,대구광역시 중구 덕산동,27,642003,그 외 기타 전기 통신업,1999-12-14,,,41,0,0
2026-07,(주)디지엔터테인먼트,214864,1,대구광역시 남구 명덕로,대구광역시 남구 대명동,27,722000,응용 소프트웨어 개발 및 공급업,2000-04-01,2008-12-20,,9,0,0
2026-07,(주)디피아이솔루션스,114819,1,대구광역시 달서구 월곡로,대구광역시 달서구 상인동,27,511116,섬유  의복  신발 및 가죽제품 중개업 / 목재 및 건축,2000-09-01,,,4,1,0
2026-07,티지바이오텍(주),212814,1,대구광역시 북구 경대로17길,대구광역시 북구 복현동,27,730000,기타 인문 및 사회과학 연구개발업,2000-07-01,,,13,0,1
2026-07,덕원종합건설(주),109816,1,대구광역시 서구 북비산로,대구광역시 서구 평리동,27,451101,아파트 건설업,2000-11-01,,,7,0,0
2026-07,주식회사삼화건설산업,108812,1,대구광역시 동구 해동로8길,대구광역시 동구 지저동,27,452105,도배  실내 장식 및 내장 목공사업,2001-02-01,2003-07-01,,5,0,0
2026-07,(주)경복건설,214867,1,대구광역시 수성구 용학로28길,대구광역시 수성구 두산동,27,452102,유리 및 창호 공사업,2001-03-02,,,5,0,0
2026-07,(주)삼원엘앤씨,107819,1,대구광역시 수성구 들안로42안길,대구광역시 수성구 황금동,27,451400,조경 건설업,2001-04-02,,,5,0,0
2026-07,(주)제일감정평가법인대구경북지사,502852,1,대구광역시 남구 봉덕로6길,대구광역시 남구 봉덕동,27,702002,부동산 감정 평가업,2002-07-01,,,20,0,1
2026-07,(주)에이치디건설,113815,1,대구광역시 북구 동변로,대구광역시 북구 동변동,27,452102,유리 및 창호 공사업,2001-08-01,,,3,0,0
2026-07,(주)시노펙스멤브레인,119815,2,대구광역시 달성군 구지면 국가산단대로40길,대구광역시 달성군 구지면,27,322002,유선 통신장비 제조업,2001-10-01,2024-11-01,2026-06-30,0,0,0
2026-07,에이피엠(주),134817,1,대구광역시 달성군 구지면 달성2차3로,대구광역시 달성군 구지면,27,343000,그 외 자동차용 신품 부품 제조업,2001-11-01,,,45,2,1
2026-07,주식회사 거봄건설,120862,1,대구광역시 달성군 옥포읍 간경3길,대구광역시 달성군 옥포읍,27,451200,기타 토목 시설물 건설업,2001-10-01,,,3,0,0
2026-07,주식회사 새벽,204813,1,대구광역시 북구 검단로31길,대구광역시 북구 검단동,27,452108,포장 공사업,2002-01-01,,,4,0,1
2026-07,주식회사 알앤알,101817,1,대구광역시 동구 장등로,대구광역시 동구 신천동,27,451101,아파트 건설업,2002-03-11,,,5,0,0
2026-07,주식회사아이에스메이드,502816,1,대구광역시 동구 안심로55길,대구광역시 동구 동호동,27,271201,그 외 기타 1차 철강 제조업,2002-07-11,,,3,0,0
2026-07,풍전기계(주),503815,1,대구광역시 달성군 하빈면 하산길,대구광역시 달성군 하빈면,27,292202,금속 절삭기계 제조업,2002-08-01,,,3,0,0
2026-07,화승테크,514017,1,대구광역시 달서구 호산로2길,대구광역시 달서구 호산동,27,292903,주형 및 금형 제조업,2002-07-01,,,11,0,0
2026-07,주식회사성림티앤티,514814,1,대구광역시 달서구 성서공단로,대구광역시 달서구 월암동,27,343000,그 외 자동차용 신품 부품 제조업,2002-08-01,,,33,1,1
2026-07,주식회사성원정보기술,504814,1,대구광역시 달성군 다사읍 대실역남로2길,대구광역시 달성군 다사읍,27,312000,배전반 및 전기 자동제어반 제조업,2002-07-09,,,8,0,1
2026-07,(주)달성현대서비스,514814,1,대구광역시 달성군 논공읍 비슬로350길,대구광역시 달성군 논공읍,27,922201,자동차 종합 수리업,2002-08-01,,,27,0,0
2026-07,동재공업주식회사,504814,1,대구광역시 북구 검단동로,대구광역시 북구 검단동,27,291100,내연기관 제조업,2002-08-01,,,42,3,2
2026-07,(주)로자인 코리아,511810,1,대구광역시 북구 검단로,대구광역시 북구 검단동,27,452110,토공사업,2002-08-01,,,17,1,3
2026-07,(주)티엘,503814,1,대구광역시 달서구 달서대로,대구광역시 달서구 신당동,27,171109,화학섬유직물 직조업,2002-08-01,,,7,0,0
2026-07,(주)디엔비,504814,1,대구광역시 남구 대봉로,대구광역시 남구 봉덕동,27,515080,의료 기기 도매업,2002-08-14,,,5,0,0
2026-07,(주)씨스코,503815,1,대구광역시 달서구 성서서로36길,대구광역시 달서구 갈산동,27,343000,그 외 자동차용 신품 부품 제조업,2002-08-01,,,14,1,0
2026-07,(주)명인 이.엔.지,514814,1,대구광역시 북구 구암로,대구광역시 북구 태전동,27,451101,아파트 건설업,2002-08-01,,,3,2,0
2026-07,(주)신라벤딩,503815,1,대구광역시 달서구 달서대로91길,대구광역시 달서구 호림동,27,289101,분말 야금제품 제조업,2002-08-01,,,4,0,0
2026-07,(주)원종합관리,514813,1,대구광역시 달서구 미리샘길,대구광역시 달서구 도원동,27,749300,건축물 일반 청소업,2002-07-01,,,5,0,0
2026-07,(주)건설전관,502816,1,대구광역시 동구 동촌로45길,대구광역시 동구 방촌동,27,514393,그 외 기타 건축자재 도매업,2002-08-01,,,4,0,1
2026-07,강북고등학교(기간제),504820,1,대구광역시 북구 태전로,대구광역시 북구 태전동,27,000000,해당없음,2002-08-01,,,39,0,0
2026-07,삼진중자공업사,514105,1,대구광역시 달성군 논공읍 비슬로262길,대구광역시 달성군 논공읍,27,292903,주형 및 금형 제조업,2002-08-01,,,12,0,0
2026-07,(주)메가젠임플란트,504814,1,대구광역시 달성군 다사읍 세천로7길,대구광역시 달성군 다사읍,27,331100,전기식 진단 및 요법 기기 제조업,2002-08-01,,,777,20,6
2026-07,주식회사원진주철,502816,1,대구광역시 동구 반야월북로57길,대구광역시 동구 신서동,27,514361,철물  금속 파스너 및 수공구 도매업,2002-08-01,,,5,0,0
2026-07,서일정밀,504069,1,대구광역시 북구 검단로27길,대구광역시 북구 검단동,27,289901,금속선 가공제품 제조업,2002-08-22,,,14,0,0
2026-07,주식회사성일플레이팅,503815,1,대구광역시 달서구 성서로64길,대구광역시 달서구 갈산동,27,289202,도장 및 기타 피막 처리업,2002-08-01,,,26,0,0
2026-07,(주)종보전기,503815,1,대구광역시 서구 와룡로65길,대구광역시 서구 중리동,27,452104,배관 및 냉ㆍ난방 공사업,2002-09-02,,,13,0,0
2026-07,주식회사에이텍옵티컬,504814,1,대구광역시 북구 오봉로,대구광역시 북구 노원동3가,27,332000,안경 및 안경렌즈 제조업,2002-09-03,2016-10-18,,8,0,0
2026-07,대구광역시청소년수련원,514820,1,대구광역시 달서구 앞산순환로,대구광역시 달서구 송현동,27,999999,BIZ_NO미존재사업장,2002-09-01,,,22,0,0
2026-07,대한전문건설협회경상북도회,502820,1,대구광역시 동구 화랑로,대구광역시 동구 신천동,27,999999,BIZ_NO미존재사업장,2002-09-01,,,19,0,11
2026-07,(유)에이스주류,113815,1,대구광역시 북구 연암로42길,대구광역시 북구 산격동,27,519113,상품 종합 도매업,2002-09-01,2012-08-06,,5,0,0
2026-07,(주)이엔씨부강,613812,1,대구광역시 수성구 들안로9길,대구광역시 수성구 상동,27,452102,유리 및 창호 공사업,2002-09-01,,,3,0,0
2026-07,(주)이온본드코리아,514814,1,대구광역시 달서구 성서4차첨단로,대구광역시 달서구 대천동,27,289202,도장 및 기타 피막 처리업,2002-09-09,,,50,0,0
2026-07,(주)가야항공여행사,503812,1,대구광역시 달서구 달구벌대로,대구광역시 달서구 이곡동,27,630600,여행사업,2002-09-14,,,3,0,0
2026-07,오성치과병원,502908,1,대구광역시 수성구 욱수천로,대구광역시 수성구 신매동,27,851102,치과병원,2002-08-05,,,11,0,0
2026-07,대구남구시니어클럽,514826,1,대구광역시 남구 대명복개로1길,대구광역시 남구 대명동,27,552101,한식 일반 음식점업,2002-08-21,,,40,1,1
2026-07,대한주택관리사협회 대구시회,404827,1,대구광역시 동구 화랑로,대구광역시 동구 방촌동,27,999999,BIZ_NO미존재사업장,2002-08-29,,,3,0,0
2026-07,해안새마을금고,502820,1,대구광역시 동구 방촌로1길,대구광역시 동구 방촌동,27,659201,국내은행,2002-08-12,,,8,0,0
2026-07,대구광역시달구벌종합복지관,503826,1,대구광역시 달서구 달구벌대로291길,대구광역시 달서구 용산동,27,701201,비주거용 건물 임대업(점포  자기땅),2002-09-01,,,95,1,0
2026-07,제이아그로(주),503815,1,대구광역시 달서구 성서로,대구광역시 달서구 이곡동,27,514930,비료 및 농약 도매업,2002-07-01,,,32,0,0
2026-07,(주)달성공영,503815,1,대구광역시 달서구 성서서로34길,대구광역시 달서구 갈산동,27,281100,금속 문  창  셔터 및 관련제품 제조업,2002-09-13,,,4,0,0
2026-07,(유)보람회계법인,514814,1,대구광역시 남구 봉덕로,대구광역시 남구 봉덕동,27,741201,세무사업,2002-09-01,,,66,2,0
2026-07,(주)산엔지니어링,107862,1,대구광역시 달성군 구지면 달성2차동3로,대구광역시 달성군 구지면,27,291902,산업용 냉장 및 냉동장비 제조업,2002-09-16,,,10,0,0
2026-07,유니온상사(주),503815,1,대구광역시 서구 국채보상로60길,대구광역시 서구 평리동,27,503003,자동차 중고 부품 및 내장품 판매업,2002-09-01,,,3,1,0
2026-07,(주)건영조경건설,610815,1,대구광역시 수성구 만촌로,대구광역시 수성구 만촌동,27,452109,수중 공사업,2002-09-23,,,3,0,0
2026-07,(주)로드텍,514814,1,대구광역시 달성군 다사읍 서재로14길,대구광역시 달성군 다사읍,27,252101,플라스틱 선  봉  관 및 호스 제조업,2002-09-03,,,6,0,0
2026-07,대한전문건설협회대구광역시회,502820,1,대구광역시 동구 화랑로,대구광역시 동구 신천동,27,999999,BIZ_NO미존재사업장,2002-09-01,,,9,0,4
2026-07,(주)한성에프엔씨,504814,1,대구광역시 북구 노원로25길,대구광역시 북구 노원동3가,27,181201,가죽의복 제조업,2002-08-01,,,14,0,1
2026-07,(주)스펙트럼시티,504814,1,대구광역시 북구 침산로,대구광역시 북구 칠성동2가,27,749921,그 외 기타 분류 안된 사업 지원 서비스업,2002-09-01,,,3,0,0
2026-07,볼텍인더스트리,503044,1,대구광역시 달서구 성서4차첨단로,대구광역시 달서구 월암동,27,289901,금속선 가공제품 제조업,2002-10-01,,,22,0,0
2026-07,서부신세계영상의학과의원,503911,1,대구광역시 달서구 구마로,대구광역시 달서구 송현동,27,851208,방사선 진단 및 병리 검사 의원,2002-10-02,,,15,2,0
2026-07,주식회사대구서라벌여행사,504814,1,대구광역시 중구 국채보상로,대구광역시 중구 동인동2가,27,630600,여행사업,2002-09-01,,,3,0,0
2026-07,(주)스피드이엔지,514814,1,대구광역시 달서구 월곡로99길,대구광역시 달서구 월성동,27,452104,배관 및 냉ㆍ난방 공사업,2002-10-02,,,14,1,0
2026-07,주식회사그루토건,126816,1,대구광역시 수성구 알파시티1로,대구광역시 수성구 대흥동,27,451101,아파트 건설업,2002-09-01,,,5,0,0
2026-07,신세계영상의학과의원,504907,1,대구광역시 달서구 달구벌대로,대구광역시 달서구 두류동,27,851208,방사선 진단 및 병리 검사 의원,2002-09-17,,,14,1,0
2026-07,케이엠에스(KMS-KOREA),514117,1,대구광역시 북구 검단공단로,대구광역시 북구 검단동,27,343000,그 외 자동차용 신품 부품 제조업,2002-10-10,2006-05-01,,31,1,1
2026-07,국제전기안전관리(주),502816,1,대구광역시 동구 동호로2길,대구광역시 동구 동호동,27,742104,기타 엔지니어링 서비스업,2002-10-01,,,10,0,0
2026-07,상록뇌성마비복지관,504820,1,대구광역시 북구 연암로42길,대구광역시 북구 산격동,27,999999,BIZ_NO미존재사업장,2002-10-01,,,21,1,1
2026-07,(주)클리너,502816,1,대구광역시 서구 서대구로,대구광역시 서구 비산동,27,749300,건축물 일반 청소업,2002-10-01,,,3,1,0
2026-07,나경어린이집,514800,1,대구광역시 달서구 상화로,대구광역시 달서구 대곡동,27,999999,BIZ_NO미존재사업장,2002-10-01,,,19,2,1
2026-07,사회복지시설더불어진인마을,502821,1,대구광역시 동구 갓바위로,대구광역시 동구 진인동,27,000000,해당없음,2002-10-01,,,41,0,0
2026-07,(주)근우,514814,1,대구광역시 달서구 성서서로,대구광역시 달서구 대천동,27,171200,직물  편조 원단 및 의복류 염색 가공업,2002-10-01,,,24,1,1
2026-07,주)대화종합건설,610816,1,대구광역시 달성군 옥포읍 비슬로,대구광역시 달성군 옥포읍,27,451200,기타 토목 시설물 건설업,2002-08-26,,,11,0,1
2026-07,(주)강동이앤씨,502814,1,대구광역시 수성구 노변공원로,대구광역시 수성구 시지동,27,452104,배관 및 냉ㆍ난방 공사업,2002-10-01,,,3,0,0
2026-07,에이앤디판매(주),504814,1,대구광역시 북구 노원로,대구광역시 북구 침산동,27,331201,물질 검사  측정 및 분석 기구 제조업,2002-10-01,,,6,0,0
2026-07,청하종합개발(주),503815,1,대구광역시 달서구 선원로,대구광역시 달서구 용산동,27,749300,건축물 일반 청소업,2002-10-10,,,192,12,6
2026-07,대구청각  언어장애인복지관,503826,1,대구광역시 달서구 달구벌대로291길,대구광역시 달서구 용산동,27,999999,BIZ_NO미존재사업장,2002-09-01,,,25,1,0
2026-07,화산세계주류(주),110813,1,대구광역시 수성구 들안로28길,대구광역시 수성구 황금동,27,514291,1차 금속제품 도매업,2002-08-01,2016-03-01,,7,1,0
2026-07,대구시각장애인복지관,503826,1,대구광역시 달서구 달구벌대로291길,대구광역시 달서구 용산동,27,999999,BIZ_NO미존재사업장,2002-10-01,,,27,0,0
2026-07,(주)신보산업개발,514814,1,대구광역시 달성군 하빈면 하빈로,대구광역시 달성군 하빈면,27,451300,산업 생산시설 종합 건설업,2002-10-18,,,9,0,0
2026-07,(주)대명전선,503815,1,대구광역시 군위군 군위읍 군위공단길,대구광역시 군위군 군위읍,27,313002,절연 코드세트 및 기타 도체 제조업,2002-10-09,,,17,0,2
2026-07,(주)데이타뱅크,502816,1,대구광역시 수성구 알파시티1로,대구광역시 수성구 대흥동,27,722000,응용 소프트웨어 개발 및 공급업,2002-11-01,,,39,0,0
2026-07,(주)에스케이에스텍,514814,1,대구광역시 달서구 성서서로,대구광역시 달서구 월암동,27,271902,그 외 기타 1차 철강 제조업,2002-11-01,,,9,0,0
2026-07,(주)브이아이피렌트카,616813,1,대구광역시 동구 동촌로,대구광역시 동구 용계동,27,630304,자동차 임대업(렌트카),2002-11-01,,,7,1,3
2026-07,(주)대명렌즈옵티칼,504814,1,대구광역시 북구 노원로,대구광역시 북구 침산동,27,513913,안경  사진장비 및 광학용품 도매업,2002-11-01,,,12,0,0
2026-07,화웅섬유,503439,1,대구광역시 달서구 성서서로34길,대구광역시 달서구 갈산동,27,181201,가죽의복 제조업,2002-10-01,2013-04-23,,13,0,0
2026-07,(주)대맥건설산업,502816,1,대구광역시 수성구 시지로,대구광역시 수성구 시지동,27,452101,미장  타일 및 방수 공사업,2002-10-01,,,13,1,1
2026-07,제이에스전장,301124,1,대구광역시 달서구 성서로71길,대구광역시 달서구 갈산동,27,319002,그 외 기타 전기장비 제조업,2002-10-15,,,67,0,1
2026-07,주식회사대청,503815,1,대구광역시 달서구 성서서로47길,대구광역시 달서구 신당동,27,171109,화학섬유직물 직조업,2002-10-01,,,15,0,3
2026-07,인터넷정보(주),504813,1,대구광역시 북구 유통단지로,대구광역시 북구 산격동,27,515050,컴퓨터 및 주변장치  소프트웨어 도매업,2002-11-01,,,3,0,0
2026-07,(주)동원철강,504813,1,,대구광역시 달성군 다사읍,27,514220,1차 금속제품 도매업,2002-11-01,,,5,0,0
2026-07,(주)삼성가연,504814,1,대구광역시 북구 검단로,대구광역시 북구 검단동,27,171105,연사 및 가공사 제조업,2002-11-01,,,3,0,0
2026-07,(주)금상,514814,1,대구광역시 달서구 월곡로,대구광역시 달서구 상인동,27,749300,건축물 일반 청소업,2002-09-01,,,18,0,0
2026-07,(주)대호에이엘,514814,1,대구광역시 달성군 논공읍 논공중앙로,대구광역시 달성군 논공읍,27,272300,알루미늄 압연  압출 및 연신제품 제조업,2002-10-01,,,153,1,1
2026-07,(주)동조철강,504813,1,대구광역시 달서구 성서공단북로2길,대구광역시 달서구 파호동,27,371000,금속류 원료 재생업,2002-10-01,,,6,0,1
2026-07,(주)건흥전기,504813,1,대구광역시 북구 유통단지로,대구광역시 북구 산격동,27,515070,전기용 기계ㆍ장비 및 관련 기자재 도매업,2002-10-01,,,4,0,0
2026-07,나성엔지니어링,504097,1,대구광역시 북구 침산로67길,대구광역시 북구 침산동,27,343000,그 외 자동차용 신품 부품 제조업,2002-11-07,,,10,1,1
2026-07,(주)금와건설,615812,1,대구광역시 달성군 현풍읍 현풍중앙로,대구광역시 달성군 현풍읍,27,452102,유리 및 창호 공사업,2002-11-11,,,3,0,0
2026-07,앤디스코나 주식회사,220863,1,대구광역시 군위군 군위읍 대북길,대구광역시 군위군 군위읍,27,512273,커피 및 차류 도매업,2002-06-01,,,3,0,0
2026-07,경산건업(주),502815,1,대구광역시 동구 둔산로,대구광역시 동구 부동,27,452102,유리 및 창호 공사업,2002-12-01,,,13,2,1
2026-07,아이나라 어린이집,514800,1,대구광역시 달성군 화원읍 성천로24길,대구광역시 달성군 화원읍,27,999999,BIZ_NO미존재사업장,2002-07-01,,,9,1,1
2026-07,대구학남초등학교,504830,1,대구광역시 북구 학정동로,대구광역시 북구 국우동,27,999999,BIZ_NO미존재사업장,2002-11-01,,,21,1,1
2026-07,삼우이엔씨(주),514814,1,대구광역시 달성군 명천로27길,대구광역시 달성군 화원읍,27,452104,배관 및 냉ㆍ난방 공사업,2002-11-27,,,6,0,0
2026-07,아이엔지건설(주),503815,1,대구광역시 달서구 중흥로8길,대구광역시 달서구 송현동,27,452111,시설물 유지관리 공사업,2002-11-21,,,7,1,0
2026-07,다사랑어린이집,502800,1,대구광역시 동구 동촌로6길,대구광역시 동구 검사동,27,999999,BIZ_NO미존재사업장,2002-11-01,,,10,0,0
2026-07,아름다운피부과,502297,1,대구광역시 수성구 지범로,대구광역시 수성구 범물동,27,851204,일반의원,2002-12-01,,,31,3,0
2026-07,재성정밀주식회사,503815,1,대구광역시 달서구 성서공단북로3길,대구광역시 달서구 파호동,27,292202,금속 절삭기계 제조업,2002-11-01,,,28,0,0
2026-07,케이디비테크놀러지(주),119816,1,대구광역시 달서구 달서대로,대구광역시 달서구 신당동,27,291902,산업용 냉장 및 냉동장비 제조업,2002-10-17,,,4,0,0
2026-07,비콘,514821,1,대구광역시 남구 현충로,대구광역시 남구 대명동,27,999999,BIZ_NO미존재사업장,2002-11-28,,,16,0,0
2026-07,법무법인삼일,502852,1,대구광역시 수성구 동대구로,대구광역시 수성구 범어동,27,741101,변호사업,2002-11-02,,,23,0,0
2026-07,주식회사 경보,503815,1,대구광역시 달서구 와룡로,대구광역시 달서구 본리동,27,452126,내부 전기배선 공사업,2002-12-01,,,3,0,0
2026-07,(주)서림기공,502816,1,대구광역시 남구 봉덕로9길,대구광역시 남구 봉덕동,27,452104,배관 및 냉ㆍ난방 공사업,2002-12-01,,,5,0,0
2026-07,우양산업(주),504813,1,대구광역시 북구 동북로,대구광역시 북구 산격동,27,452107,도배  실내 장식 및 내장 목공사업,2002-12-01,,,3,0,0
2026-07,(주)현대파워,503815,1,대구광역시 달서구 달구벌대로323길,대구광역시 달서구 감삼동,27,742104,기타 엔지니어링 서비스업,2002-12-17,,,3,0,0
2026-07,인화건설산업(주),506813,1,대구광역시 서구 가르뱅이로,대구광역시 서구 상리동,27,451101,아파트 건설업,2002-12-21,,,7,0,0
2026-07,경북대구낙농협동조합 남산지점,514820,1,대구광역시 중구 남산로,대구광역시 중구 남산동,27,659201,국내은행,2002-12-12,,,8,1,1
2026-07,안성샤프트(SHAFT),504097,1,대구광역시 달서구 달서대로88길,대구광역시 달서구 갈산동,27,289901,금속선 가공제품 제조업,2003-01-01,,,11,0,0
2026-07,세계실업(주),502816,1,대구광역시 북구 검단순환로8길,대구광역시 북구 검단동,27,291902,산업용 냉장 및 냉동장비 제조업,2003-01-01,,,19,0,0
2026-07,베네스트마음건강센터,514821,1,대구광역시 달서구 학산로,대구광역시 달서구 송현동,27,999999,BIZ_NO미존재사업장,2002-11-22,,,5,0,0
2026-07,(사)한국신장장애인협회대구협회,504820,1,대구광역시 중구 달성공원로8길,대구광역시 중구 대신동,27,000000,해당없음,2002-12-13,,,5,0,0
2026-07,경북대구낙농협동조합 대구경제사업본부,504820,1,대구광역시 북구 구리로1길,대구광역시 북구 학정동,27,152002,액상 시유 및 기타 낙농제품 제조업,2002-12-12,,,5,0,0
2026-07,(주)경도종합건설,514814,1,대구광역시 달서구 상화북로,대구광역시 달서구 상인동,27,451101,아파트 건설업,2002-12-17,,,6,1,2
2026-07,(주)동림엠에스,514814,1,대구광역시 달서구 성서공단북로59길,대구광역시 달서구 갈산동,27,514291,1차 금속제품 도매업,2003-01-01,,,11,0,1
2026-07,(주)삼원자판기,504814,1,대구광역시 동구 송라로16길,대구광역시 동구 신천동,27,515070,전기용 기계ㆍ장비 및 관련 기자재 도매업,2003-01-01,,,7,0,0
2026-07,(주)세광통신,502816,1,대구광역시 동구 안심로22길,대구광역시 동구 율하동,27,452104,배관 및 냉ㆍ난방 공사업,2003-01-08,,,61,0,1
2026-07,주식회사 미광글로벌,503815,1,대구광역시 달서구 이곡동로,대구광역시 달서구 이곡동,27,924303,골프장 운영업,2003-01-01,,,11,0,0
2026-07,(주)보고파워,504814,1,대구광역시 달성군 다사읍 세천로3길,대구광역시 달성군 다사읍,27,514393,그 외 기타 건축자재 도매업,2003-01-15,,,4,0,0
2026-07,주식회사신우이앤씨,503814,1,대구광역시 달성군 옥포읍 신당1길,대구광역시 달성군 옥포읍,27,452104,배관 및 냉ㆍ난방 공사업,2002-12-01,,,3,0,0
2026-07,(주)문화스틸,504814,1,대구광역시 북구 3공단로,대구광역시 북구 노원동3가,27,281100,금속 문  창  셔터 및 관련제품 제조업,2003-01-01,,,8,0,0
2026-07,모레아장례식장,502821,1,대구광역시 수성구 유니버시아드로,대구광역시 수성구 욱수동,27,930301,장례식장 및 장의관련 서비스업,2003-01-14,,,8,1,1
2026-07,주식회사 미라이용전,503815,1,대구광역시 달서구 성서공단로35길,대구광역시 달서구 갈산동,27,252101,플라스틱 선  봉  관 및 호스 제조업,2002-12-09,,,22,0,3
2026-07,대구영광신용협동조합,502821,1,대구광역시 수성구 달구벌대로,대구광역시 수성구 만촌동,27,659201,국내은행,2003-01-17,,,7,0,0
2026-07,비젼테크,503133,1,대구광역시 달서구 성서공단로21길,대구광역시 달서구 갈산동,27,291902,산업용 냉장 및 냉동장비 제조업,2003-01-12,,,15,1,1
2026-07,(주)청운텍스타일,503815,1,대구광역시 서구 염색공단천로19길,대구광역시 서구 비산동,27,171200,직물  편조 원단 및 의복류 염색 가공업,2003-01-01,,,10,0,0
2026-07,성원산업사,514124,1,대구광역시 달서구 성서공단남로10길,대구광역시 달서구 대천동,27,193001,연사 및 가공사 제조업 / 특수직물 및 기타 직물 직조,2003-01-01,,,11,0,1
2026-07,대구우편집중국,504830,1,대구광역시 북구 유통단지로,대구광역시 북구 산격동,27,999999,BIZ_NO미존재사업장,2003-01-01,,,286,1,8
2026-07,(주)기맥,514814,1,대구광역시 달서구 월곡로99길,대구광역시 달서구 월성동,27,515050,컴퓨터 및 주변장치  소프트웨어 도매업,2003-01-02,,,13,0,1
2026-07,보물섬어린이집,514820,1,대구광역시 남구 대명로49길,대구광역시 남구 대명동,27,999999,BIZ_NO미존재사업장,2003-01-23,,,23,3,0
2026-07,(주)동기파렛트,514814,1,대구광역시 북구 검단공단로,대구광역시 북구 검단동,27,289901,금속선 가공제품 제조업,2003-01-16,,,4,0,0
2026-07,(주)썬프라,514813,1,대구광역시 달서구 성서로5길,대구광역시 달서구 월암동,27,252909,그 외 기타 플라스틱 제품 제조업,2003-01-01,,,4,0,0
2026-07,시지3차태왕하이츠(관리소),502826,1,대구광역시 수성구 욱수천로,대구광역시 수성구 신매동,27,999999,BIZ_NO미존재사업장,2003-01-28,,,3,0,0
2026-07,군위교통(주),508811,1,대구광역시 군위군 군위읍 중앙길,대구광역시 군위군 군위읍,27,602103,시내버스 운송업,2003-01-15,,,12,0,1
2026-07,의료법인해정의료재단/더좋은병원,502821,1,대구광역시 수성구 명덕로,대구광역시 수성구 수성동3가,27,851101,요양병원,2002-12-01,,,191,2,4
2026-07,한우리보호작업장,504820,1,대구광역시 북구 복현로34길,대구광역시 북구 복현동,27,000000,해당없음,2003-01-01,,,12,0,0
2026-07,우리병원,514906,1,대구광역시 달서구 와룡로,대구광역시 달서구 본동,27,851101,요양병원,2003-01-20,,,128,6,1
