기업명,주소,선정연도,구분,지원기관,사업명,지원유형,금액,단위,출처,출처URL,기준일
서창전기통신(주),,2022,국비,산업통상자원부(에너지기술평가원),에너지국제공동연구(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
(주)엘앤에프,,2022,국비,산업통상자원부(에너지기술평가원),저탄소고부가전극재제조혁신기술개발(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
(주)엘앤에프,,2022,국비,산업통상자원부(에너지기술평가원),에너지인력양성(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
에스티엑스에너지솔루션(주),,2022,국비,산업통상자원부(에너지기술평가원),에너지인력양성(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
에스티엑스에너지솔루션(주),,2022,국비,산업통상자원부(에너지기술평가원),에너지인력양성(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
화성산업(주),,2022,국비,산업통상자원부(에너지기술평가원),에너지인력양성(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
(주)에스제이이노테크,,2022,국비,산업통상자원부(에너지기술평가원),신재생에너지핵심기술개발(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
주식회사 메카솔루션,,2022,국비,산업통상자원부(에너지기술평가원),에너지인력양성(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
(주)유엔이,,2022,국비,산업통상자원부(에너지기술평가원),에너지국제공동연구(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
주식회사 모토닉 대구공장,,2022,국비,산업통상자원부(에너지기술평가원),신재생에너지핵심기술개발(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
(주)대양,,2022,국비,산업통상자원부(에너지기술평가원),에너지인력양성(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
삼보모터스(주),,2022,국비,산업통상자원부(에너지기술평가원),신재생에너지핵심기술개발(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
(주)설텍,,2022,국비,산업통상자원부(에너지기술평가원),에너지국제공동연구(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
(주)에스제이이노테크,,2022,국비,산업통상자원부(에너지기술평가원),신재생에너지핵심기술개발(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
한성에스앤아이 주식회사,,2022,국비,산업통상자원부(에너지기술평가원),에너지수요관리핵심기술개발(에특)(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
(주)대영테크,,2022,국비,산업통상자원부(에너지기술평가원),제조업활력제고를위한산업기계에너지저감형재제조기술개발(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
(주)설텍,,2022,국비,산업통상자원부(에너지기술평가원),에너지국제공동연구(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
엠포티,,2022,국비,산업통상자원부(에너지기술평가원),에너지인력양성(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
주식회사 루브캠코리아,,2022,국비,산업통상자원부(에너지기술평가원),에너지인력양성(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
에스티엑스에너지솔루션(주),,2022,국비,산업통상자원부(에너지기술평가원),신재생에너지핵심기술개발(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
성림첨단산업(주),,2022,국비,산업통상자원부(에너지기술평가원),에너지국제공동연구(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
평화오일씰공업(주),,2022,국비,산업통상자원부(에너지기술평가원),신재생에너지핵심기술개발(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
(주)AVACO,,2022,국비,산업통상자원부(에너지기술평가원),신재생에너지핵심기술개발(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
(주)아우라테크,,2022,국비,산업통상자원부(에너지기술평가원),LNG발전용 가스터빈 고온부품 성능검증 기술개발(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
주식회사 한성,,2022,국비,산업통상자원부(에너지기술평가원),에너지수요관리핵심기술개발(에특)(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
이박스 주식회사,,2022,국비,산업통상자원부(에너지기술평가원),에너지수요관리핵심기술개발(에특)(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
(주)대주기계,,2022,국비,산업통상자원부(에너지기술평가원),에너지수요관리핵심기술개발(에특)(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
대성에너지(주),,2022,국비,산업통상자원부(에너지기술평가원),에너지수요관리핵심기술개발(에특)(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
삼보모터스(주),,2022,국비,산업통상자원부(에너지기술평가원),액체수소 충전소용 저장용기 및 수소공급시스템 기술개발 및 운영실증(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
주식회사 엔틀,,2022,국비,산업통상자원부(에너지기술평가원),에너지수요관리핵심기술개발(에특)(R&D),R&D,,,한국에너지기술평가원 지원과제정보(공공데이터포털),https://www.data.go.kr/data/15106650/fileData.do,2022
