기업명,주소,선정연도,구분,지원기관,사업명,지원유형,금액,단위,출처,출처URL,기준일
주식회사옥천당,,2022,국비,중소벤처기업부,지역특화산업육성+(RnD) · 황기를 포함하는 복합추출물을 이용한 NK 세포 활성-면역 증진 기능성 식품 소재 및 제품의 개발,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)아임시스템,,2023,국비,산업통상자원부,소재부품산업기술개발기반구축(RnD) · 정밀 혈관중재시술용 마이크로 의료로봇 제어 인터페이스 고도화 및 엑스선 의료영상 시스템 연계 실증,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)월드트렌드,,2023,국비,산업통상자원부,디자인산업기술개발 · 활동적 장년의 청력 향상과 고혈압 부정맥의 위험관리 위한 스마트아이웨어 시스템 디자인 및 만성질환 모니터링 ,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)인트인,,2023,국비,산업통상자원부,바이오산업기술개발 · 알레르기성 호흡기 질환 증상 모니터링  디바이스 및 복합 디지털 치료기기 플랫폼 개발,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)디지트랙,,2023,국비,다부처,"범부처전주기의료기기연구개발(과기부,산업부,복지부) · 악교정 수술을 위한 인공지능 기반 수술 계획 및 증강현실 기반 수술 내비게이션 시스템 개발",R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)플라즈맵,,2023,국비,산업통상자원부,스케일업기술사업화프로그램 · 의료용 임플란트의 플라즈마 멸균 및 표면 재생 활성화 기술,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)제이에스테크윈,,2023,국비,산업통상자원부,소재부품산업기술개발기반구축(RnD) · 반려동물/전임상용 PET 국산화를 위한 국산핵심부품 기반 PET 헤드 개발,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)세신정밀,,2023,국비,중소벤처기업부,지역특화산업육성+ · 초음파 골 수술기의 성능 예측 및 진단을 위한 디지털 검사 시스템 개발,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)우리소프트,,2023,국비,산업통상자원부,신산업진출사업재편핵심기술개발 · 3종의 우울 장애 디지털 바이오 마커 개발과 스마트 폰 기반 인지 및 행동 활성화 기능이 통합된 우울 장애 ,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)유니메딕스,,2023,국비,산업통상자원부,시장선도를위한한국주도형K-Sensor기술개발(RnD) · 비침습식 실시간 혈중 이산화탄소 모니터링 초소형 센서 모듈 기술개발,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)제이에스테크윈,,2023,국비,중소벤처기업부,중소기업기술혁신개발 · 비침습적 종양 위치 검출을 위한 고밀도 폴리스틸렌 섬광센서를 이용한 1초 이하의 검출시간을 가지는 500 c,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)옥천당,,2023,국비,중소벤처기업부,지역특화산업육성+ · 황기를 포함하는 복합추출물을 이용한 NK 세포 활성-면역 증진 기능성 식품 소재 및 제품의 개발,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
오스젠(주),,2023,국비,중소벤처기업부,지역특화산업육성+ · 혈액응고 보조를 위한 액상 지혈제 시제품 개발 및 비임상 시험,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)파미티,,2024,국비,중소벤처기업부,창업성장기술개발 · 비접촉생체신호 측정 기술을 접목한 웨어러블 모듈 기반 산업 재해 예방 플랫폼,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)인트인,,2024,국비,산업통상자원부,바이오산업기술개발 · 알레르기성 호흡기 질환 증상 모니터링  디바이스 및 복합 디지털 치료기기 플랫폼 개발,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)월드트렌드,,2024,국비,산업통상자원부,디자인산업기술개발 · 활동적 장년의 청력 향상과 고혈압 부정맥의 위험관리 위한 스마트아이웨어 시스템 디자인 및 만성질환 모니터링 ,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)세신정밀,,2024,국비,산업통상자원부,소재부품산업기술개발기반구축(RnD) · 분석 데이터 기반 전동식의료용핸드피스 쏘우 블레이드 개발 및 실증,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)테라노큐어,,2024,국비,중소벤처기업부,창업성장기술개발 · 고안전성 고효율 저분자 가돌리늄 MRI 조영제 개발,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)세신정밀,,2024,국비,중소벤처기업부,중소기업기술혁신개발 · 천공 안전성 및 절개성능을 향상시킨 국내 최초 고성능 개두술용 핸드피스 복합 유닛 개발,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)디지트랙,,2024,국비,다부처,"범부처전주기의료기기연구개발(산업부,과기부,복지부) · 악교정 수술을 위한 인공지능 기반 수술 계획 및 증강현실 기반 수술 내비게이션 시스템 개발",R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)제이에스알메디컬,,2024,국비,산업통상자원부,소재부품산업기술개발기반구축(RnD) · 대장암 절제 후 인공장관 고정을 위한 흡수성 밴드 체결 시스템 개발,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
이노파마,,2024,국비,중소벤처기업부,창업성장기술개발 · 메디퓨처-헤모플렉스 : 차세대 생체 적합성 지혈 솔루션,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
네오폰스(주),,2024,국비,다부처,"치매극복연구개발사업(복지부,과기부) · 음성, 시선, 청력, 보행을 포함한 멀티모달 요인 기반의 전주기 치매 관리 시스템 개발을 위한 한-태-일 글",R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)바이오텍,,2024,국비,중소벤처기업부,창업성장기술개발 · 반려동물의 악취저감 및 면역증강을 위한 펠릿형 보조사료 개발,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
오스젠(주),,2024,국비,중소벤처기업부,지역특화산업육성+ · 혈액응고 보조를 위한 액상 지혈제 시제품 개발 및 비임상 시험,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)세신정밀,,2024,국비,중소벤처기업부,지역특화산업육성+ · 초음파 골 수술기의 성능 예측 및 진단을 위한 디지털 검사 시스템 개발,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)유니메딕스,,2024,국비,산업통상자원부,시장선도를위한한국주도형K-Sensor기술개발(RnD) · 비침습식 실시간 혈중 이산화탄소 모니터링 초소형 센서 모듈 기술개발,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)제이에스테크윈,,2024,국비,중소벤처기업부,중소기업기술혁신개발 · 비침습적 종양 위치 검출을 위한 고밀도 폴리스틸렌 섬광센서를 이용한 1초 이하의 검출시간을 가지는 500 c,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)휴원트,,2024,국비,중소벤처기업부,창업성장기술개발 · 당뇨병 환자의 체지방 관리를 위한 체지방 모니터링 제품과 식사 관리 AI 솔루션 개발,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)코트라스,,2025,국비,행정안전부,재난안전산업기술사업화지원(RnD) · 비고정형 의료기기의 지진대응력 향상을 위한 기술 개발 및 실증,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
비앤티코리아,,2025,국비,중소벤처기업부,산학연CollaboRnD · 의료 도메인 특화 생성형 AI 기반 신체 정렬 종합 분석 및 진단 솔루션 개발,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)월드트렌드,,2025,국비,산업통상자원부,디자인산업기술개발 · 활동적 장년의 청력 향상과 고혈압 부정맥의 위험관리 위한 스마트아이웨어 시스템 디자인 및 만성질환 모니터링 ,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)인트인,,2025,국비,산업통상자원부,바이오산업기술개발 · 알레르기성 호흡기 질환 증상 모니터링  디바이스 및 복합 디지털 치료기기 플랫폼 개발,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
세신정밀,,2025,국비,중소벤처기업부,중소기업기술혁신개발 · 천공 안전성 및 절개성능을 향상시킨 국내 최초 고성능 개두술용 핸드피스 복합 유닛 개발,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
주식회사 테라노큐어,,2025,국비,중소벤처기업부,창업성장기술개발 · 고안전성 고효율 저분자 가돌리늄 MRI 조영제 개발,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
경북대학교 산학협력단,,2025,국비,산업통상자원부,산업혁신기반구축 · 메디바이오 핵심소재 기술개발 및 메디컬바이오 실용화 지원기반 구축,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
주식회사 덴티스,,2025,국비,산업통상자원부,소재부품산업기술개발기반구축(RnD) · 기허가된 합성 골이식재의 원재료 변경 및 소 심막 유래 흡수성 치주조직 재생 유도재의 식약처 허가를 위한 유,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
대구테크노파크,,2025,국비,중소벤처기업부,규제자유특구혁신사업육성 · 동종치아 골이식재 개발 및 기술사업화 실증,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
네오폰스(주),,2025,국비,다부처,"치매극복연구개발사업(복지부,과기부) · 음성, 시선, 청력, 보행을 포함한 멀티모달 요인 기반의 전주기 치매 관리 시스템 개발을 위한 한-태-일 글",R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)바이오텍,,2025,국비,중소벤처기업부,창업성장기술개발 · 반려동물의 악취저감 및 면역증강을 위한 펠릿형 보조사료 개발,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
제이에스테크윈,,2025,국비,중소벤처기업부,산학연CollaboRnD · 초고속 센서 기반 에너지 분석 기술을 통한 X-ray 선량 분석장치 개발 및 상용화,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
이노파마,,2025,국비,중소벤처기업부,창업성장기술개발 · 메디퓨처-헤모플렉스 : 차세대 생체 적합성 지혈 솔루션,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
(주)휴원트,,2025,국비,중소벤처기업부,창업성장기술개발 · 당뇨병 환자의 체지방 관리를 위한 체지방 모니터링 제품과 식사 관리 AI 솔루션 개발,R&D,,,대구경북첨단의료산업진흥재단 연구과제 현황(공공데이터포털),https://www.data.go.kr/data/15159608/fileData.do,
