회사명,주소,업종,사업내용,종사자수,설립연도,태그,출처,기준월
주식회사 케이아그로,대구광역시 서구,기타,"에코바이오차,블랙베이스",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
제우스엔지니어링,대구광역시 달서구,기타,전기설계감리진단,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
대경맥주 주식회사,대구 달성군,제조업,"맥아,맥주 제조/음식점/경영컨설팅",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
기승공업(주),대구광역시 달성군,제조업,자동차부품,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 플레이파크(PLAYPARK Co. Ltd.),대구광역시 동구,정보처리S/W,AI·XR 기반 교육 / 훈련 / 게임 / 메타버스 솔루션,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 지텍스글로벌,대구광역시 서구,제조업,"폴레에스터 원단, 폴리 방적 원단 등등",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
㈜라온엔터테인먼트,대구광역시 남구,정보처리S/W,PC게임(테일즈런너),,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 유알정보기술,대구광역시 동구,건설운수,cctv및통신장비,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 옥산,대구 달서구,제조업,자동차안전용품제조개발,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
에스디인더스 주식회사,대구광역시 달성군,제조업,도로안전시설물,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
한국중장비시스템 주식회사,대구광역시 동구,정보처리S/W,방산 제조 자동화 로봇 플랫폼,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사코마스,대구광역시 달성군,제조업,색채선별기,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 식파마,대구광역시 동구,정보처리S/W,"식당 내 QR 코드를 통한 주문, 결제 시스템",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 메디웨이브,대구광역시 중구,정보처리S/W,병원 시스템 자동화 서비스,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 한국재료공학,대구광역시 동구,정보처리S/W,AI 기반 스마트 제련 공정 제어 솔루션,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
브이피솔루션 주식회사,대구광역시 동구,정보처리S/W,VP솔루션 SaaS플랫폼,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
대한기전 주식회사,대구광역시 달성군,제조업,배전반,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 더 신전,대구광역시 북구,제조업,떡볶이 양념,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
루비조명,대구광역시 북구,제조업,LED조명,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 니어네트웍스,대구광역시 달서구,정보처리S/W,SW개발,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
성지산업(주),대구 북구,제조업,자동차부품 제조,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
파크엔(park.n),대구광역시 수성구,제조업,파크골프용품,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
대원이텍,대구광역시 달서구,제조업,자동차부품금형표면가공,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
태산ENC,대구광역시 서구,제조업,전기분전반용 외함,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 디에프씨,대구광역시 북구,제조업,세라믹 가공 및 제조,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
인벤토,대구광역시 달성군,기타,압축공기포 소화시스템,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 휴먼앤테크,대구광역시 동구,제조업,가스타이머,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사알리파크,대구광역시 북구,제조업,파크골프채 용품,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 와이케이엔텍,대구광역시 달서구,제조업,"자동차부품,전자부품,산업",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 정화테크,대구광역시 달서구,제조업,기계식도어록 전자식도어록,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
에이존테크㈜,대구광역시 북구,정보처리S/W,국방소프트웨어헬스케어소프트웨어,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 미디어테크,대구광역시 북구,제조업,방범용 CCTV,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 인테크워터,대구광역시 달성군,기타,"환경계측기,엔지니어링서비스",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)다물메디칼,대구광역시 북구,도소매업,진단시약,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 프라임덴탈,대구 동구,제조업,PD 골드 KOCO 집진기,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 서진텍스,대구광역시 서구,도소매업,의류용원단,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 한울네오텍,대구광역시 서구,정보처리S/W,"AR, VR, MR, XR 프로그램 및 콘텐츠 개발",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
지제이테크 주식회사,대구광역시 달서구,제조업,자동차부품생산전용기 및 지그,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 동호로보틱스,대구광역시 북구,제조업,산업용 로봇 자동화 시스템 및 PLC 제어 솔루션,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사루몽스튜디오,대구광역시 북구,정보처리S/W,"모바일 하이퍼 캐주얼 게임 개발,  공간 메타버스 플랫폼",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
이담테크 주식회사,대구광역시 동구,제조업,"전기공급 및 제어장치, 배전반, 분전반",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
㈜금룡테크,대구광역시 동구,제조업,의료가속기용 전자석,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
"주식회사 네스프 (NESF CO., LTD)",대구광역시 서구,제조업,천연염색원단,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 엠알오텍,대구광역시 북구,제조업,유무선통신장비 제조,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 엠픽,대구광역시 수성구,제조업,핸드폰케이스 및 액세서리,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 엘엔씨플랜,대구광역시 수성구,제조업,철재 화단 화분,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 여물,대구광역시 북구,제조업,"소고기 부분육, 갈비살, 안창살 등",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 제우스랩스,대구광역시 동구,정보처리S/W,차량용 내비게이션,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 오디스젠,대구광역시 동구,연구개발서비스,바이오의약품,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 스피어에이엑스,대구광역시 수성구,정보처리S/W,"소프트웨어 개발,공급/방송장치,음향기기 제조/컴퓨터,주변기기,네트워크 도소매/전자상거래/부동산 임대",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
엘제이 이노베이션,대구광역시 달성군,제조업,자동화 기계설비,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 에스에이치,대구 동구,정보처리S/W,"데이터베이스 및 온라인 정보 제공업,소프트웨어 개발 및 공급업",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
㈜석강,대구광역시 달서구,제조업,울타리철망,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 디지트랙,대구광역시 달성군,정보처리S/W,3차원 위치추적시스템,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 스카이엔터프라이즈,대구광역시 달서구,기타,"교육서비스, 드론제조, 항공촬영",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)이엘씨,대구광역시 달서구,제조업,디스플레이 유닛,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)위저드정보시스템,대구광역시 서구,정보처리S/W,MES,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 럼플리어,대구 동구,제조업,일차전지 및 축전지,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)저스트러닝,대구광역시 수성구,기타,AI기반 교육 플랫폼,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 씨이비비과학,대구광역시 동구,기타,그래핀 응용제품,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 루트시스템,대구광역시 북구,정보처리S/W,스마트공장 MES,,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 미드니 대구지점,대구광역시 달성군,제조업,"정수처리장치, 자외선살균기, 액체 여과기",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 텀즈원,대구광역시 동구,기타,"광고,행사 대행,인문,사회과학 연구개발,전시,컨벤션,시각 디자인/소프트웨어 개발,공급/전자상거래",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 팸텍,대구광역시 북구,제조업,로봇 자동화 부품(그리퍼 외),,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 라지,대구 달성군,제조업,"자동차부품, 메탈와이어슬리브 및 강화섬유직물 제조업 등",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
(주)한경시스템,대구 달성군,제조업,"도로살수분사장치 도로염수분사장치, 분사기 소화기, 쿨링포그,배전반 및 전기 자동제어반 제조업,토공사업,상하수도설비공사업,콘크리트제품",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
주식회사 트립닥터,대구광역시 동구,정보처리S/W,"소프트웨어, 애플리케이션 개발",,,venture,중소벤처기업부 벤처기업명단(공공데이터포털),2026-04
